Gene.symbol	Healthy001	Healthy002	Healthy003	Healthy004	Healthy005	Healthy006	Healthy007	Healthy008	Healthy009	Healthy010	Healthy011	Healthy012	Healthy013	Healthy014	Healthy015	Healthy016	Healthy017	Healthy018	Healthy019	Healthy020	Healthy021	Healthy022	Healthy023	Healthy024	Healthy025	Healthy026	Healthy027	Healthy028	Healthy029	Healthy030	Healthy031	Healthy032	Healthy033	Healthy034	Healthy035	Healthy036	Healthy037	Healthy038	Healthy039	Healthy040	Healthy041	Healthy042	Healthy043	Healthy044	Healthy045	Healthy046	Healthy047	Healthy048	Healthy049	Healthy050	Healthy051	Healthy052	Healthy053	Healthy054	Healthy055	Healthy056	Healthy057	Healthy058	Healthy059	Healthy060	Healthy061	Healthy062	Healthy063	Healthy064	Healthy065	Healthy066	Healthy067	Healthy068	Healthy069	Healthy070	Healthy071	Healthy072	Healthy073	Healthy074	Healthy075	Healthy076	Healthy077	Healthy078	Healthy079	Healthy080	Healthy081	Healthy082	Healthy083	Healthy084	Healthy085	Healthy086	Healthy087	Healthy088	Healthy089	Healthy090	Healthy091	Healthy092	Healthy093	Healthy094	Healthy095	Healthy096	Healthy097	Healthy098	Healthy099	Healthy100	Healthy101	Healthy102	Healthy103	Healthy104	Healthy105	Healthy106	Healthy107	Healthy108	Healthy109	Healthy110	Healthy111	Healthy112	Healthy113	Healthy114	Healthy115	Healthy116	Healthy117	Healthy118
AC110619.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00339	2.361	0	1.323	2.972	0.132	0	2.702	0.436	1.381	1.92	0	0	2.782	3.132	0	1.811	4.756	0	4.281	0	3.918	0	0	4.138	0	0.476	0	1.729	0	3.547	9.572	0	0	0	0	0	4.236	1.121	1.349	0	0	0	0	6.195	0.849	0	0	0.369	0	0	2.973	0.713	1.374	5.596	0	3.925	1.72	1.094	0	0	0	0	0	0	0	0	0	0	0	0	0.901	0	2.549	0	0	0	0	0.097	0	0	0	0	0	0	0	9.425	0	12.754	1.261	2.901	10.266	3.656	2.123	4.622	1.906	6.957	4.495	9.676	0	5.477	0	4.341	0	0	0	8.381	2.406	0	5.394	0	1.379	0	2.127	0	0.387	0	0.05	0.045
MIF-AS1	0.926	0.35	5.249	3.207	0	0	1.426	0.278	1.54	3.561	3.329	0	0.394	2.054	0	5.771	0	0.527	0	0.54	0	4.411	0	0	0	0	0	13.229	0	0	2.57	0	0	0	1.2	0	1.108	0	0	0	0.286	0	0	0.702	0	0.829	0	0.313	0.564	1	0.734	47.043	0	0.484	0	18.932	0.462	0	0	0	0	0	0.359	0.316	0.29	13.638	0	0	0	0	14.304	0	0.25	0	0	0	0	0.496	0	0	0	0	2.02	0.82	0	0	0	0	1.787	0	7.51	0	0	3.455	1.683	4.046	0.997	0	7.116	0	0	17.866	0	0	0	0	1.022	0	0	0	8.384	0	0	0	0.124	0	0	0.795
AC008060.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEBPZOS	10.478	16.602	23.676	37.005	27.968	14.794	32.472	13.457	28.69	17.9	20.135	26.443	21.112	21.506	16.592	5.077	15.017	0.331	31.557	32.222	19.107	5.682	17.825	8.129	8.402	5.342	11.023	16.009	7.354	16.527	18.03	12.136	14.96	12.284	22.146	13.87	21.581	13.276	14.379	21.343	26.401	23.148	27.499	9.375	11.56	24.73	6.946	19.597	58.253	17.171	6.223	23.419	10.457	20.823	16.303	18.869	8.992	18.778	15.462	65.278	10.661	1.448	32.171	13.026	25.699	9.488	32.874	11.923	13.252	45.228	16.451	34.025	23.017	5.548	0	3.558	28.505	19.024	28.442	9.907	5.703	14.239	16.63	18.033	6.416	47.242	12.254	6.165	8.758	24.347	39.303	24.106	10.377	12.898	20.15	12.126	7.986	24.934	11.178	28.36	20.119	16.718	21.165	19.594	15.582	22.398	14.318	13.798	23.549	15.729	13.298	16.976	23.554	17.187	22.545	12.136	9.039	6.244
TDRD15	0	0	0	0	0	0	0	0	0	0	0	0	0.996	2.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.331	0	0	0	0	0	0	0	0	0	0	0	0	0.711	0.773	0	0	0	0	0	0	0	0	0	0	0.533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.207	0	0	0	0	0	0	0	0	0	0	0	0	0
PAPOLB	0	0	0	0	0	0	0	0	0	0	0	0	0.819	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.321	0	0	0	0	0	0	0	0	0	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052	0	0	0	0	0	0.054	0	0	0	0	0	0	0	0	0
FAM138C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF579	1.235	1.089	3.999	0.389	4.046	5.93	1.478	1.854	1.076	9.1	1.202	2.025	1.839	3.042	0.752	0	0	2.108	0.485	0	0	1.176	0	0	0	0.9	0	0	0.168	2.234	10.088	1.475	0.481	2.614	12.798	0	0	0.847	0.306	0.26	0	2.402	0.141	4.993	1.237	5.524	0.474	0.139	7.024	2.962	0.761	0.101	1.298	3.118	5.413	1.354	1.128	3.276	0	0	6.253	0	3.353	0	1.418	36.225	0	75.057	0	0	2.838	0	3.445	8.829	0	20.657	0.976	1.875	37.147	0	0	11.866	17.06	6.104	0	2.735	1.205	21.561	5.559	4.149	12.875	23.744	3.209	6.052	2.825	9.268	15.58	0.074	0	4.542	0	6.905	2.667	0	10.955	9.304	4.479	6.226	0	1.165	6.491	2.741	21.39	0.846	4.666	0	0.622	0.909
CELA3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC011298.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNASEK	1.529	10.105	0	0	1.113	8.418	0	17.67	12.345	8.079	5.494	2.148	5.203	6.589	2.793	5.714	32.96	4.782	0	0	5.734	0	0	0	10.208	24.047	0	4.851	0.934	8.017	10.6	0	22.024	1.427	11.631	0.28	26.508	5.505	9.653	20.293	2.358	0.939	4.71	5.213	9.184	7.975	10.11	10.086	0	10.448	3.834	30.187	6.986	1.597	0.655	4.668	4.189	0	7.558	0	2.39	30.11	0	22.456	4.308	9.645	0	0	0	28.601	21.284	0	1.238	0	0	3.504	13.281	2.047	0	0	45.3	8.7	4.834	13.361	9.448	0	4.302	16.04	24.179	8.719	10.799	64.784	2.085	34.374	23.14	6.548	2.056	0	7.705	14.755	0	18.426	0	7.944	0	0.121	18.679	6.501	0	0	13.835	20.575	4.139	3.979	12.33	9.76	7.142	6.653
CATSPERZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM19A5	0	0	3.139	0.542	0	0	0.221	0	0	0	0	0	0	1.698	0	0	0	0	0	0	0	0	0	0	0	0	0	0.456	0	0	0	0	0	0	0	0	0	0	0	1.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.474	0	0	0	4.607	0	0	0	0	0	0	0	0	0	0	0	0	2.815	0	0	0
AC019155.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF1	2.239	3.384	4.486	3.947	7.051	6.229	6.605	1.244	5.08	6.375	6.715	6.555	6.55	8.88	2.414	7.255	4.139	9.299	6.466	10.047	5.408	3.199	3.141	0.823	5.934	5.578	7.956	5.152	7.575	7.046	7.868	4.596	4.927	2.3	6.743	4.022	4.888	7.987	6.197	10.582	4.007	6.808	4.676	3.097	5.12	1.936	2.576	2.387	2.012	1.41	12.237	3.488	3.07	6.783	2.112	3.472	4.101	0.361	2.822	2.511	11.404	15.044	7.99	9.563	1.087	0.392	9.817	1.442	19.079	40.236	3.859	0	7.706	3.468	22.045	0	0.855	3.509	8.179	3.155	10.064	5.966	3.028	11.199	0	9.97	3.756	7.071	4.276	5.45	8.948	5.612	2.661	5.797	5.469	4.42	4.538	9.633	3.458	0.062	24.113	5.68	3.935	8.146	1.3	7.626	5.967	9.876	0.616	2.709	3.024	9.869	10.782	1.488	6.001	6.463	4.462	3.542
UMAD1	4.009	14.18	7.964	6.537	13.796	14.511	41.219	7.988	12.378	17.16	10.641	9.302	4.961	2.244	9.189	2.27	4.49	2.073	11.382	0	0	7.288	19.593	17.544	2.669	7.007	5.652	13.877	0.149	7.645	12.467	2.374	1.845	6.534	18.88	4.809	15.69	14.248	14.755	0.461	16.641	38.945	8.234	4.972	9.123	6.302	1.362	3.453	9.104	3.409	7.215	11.086	4.939	17.699	12.602	9.93	18.886	9.483	9.327	0.348	16.443	31.433	11.307	3.113	10.156	0	0	7.038	0	0.208	17.685	6.753	12	17.8	13.855	0	23.891	4.784	14.809	0.575	32.131	5.296	6.199	12.742	30.032	2.269	6.892	6.076	3.726	31.248	20.681	1.481	4.899	7.116	7.723	5.265	21.502	12.593	6.007	9.246	2.909	15.127	1.535	0	7.287	21.71	13.216	0	9.606	4.949	13.246	4.167	17.653	9.587	2.381	7.075	7.061	3.44
PPP1R3G	0	0	0.113	0.614	0	0	0	0	0.728	0.134	0	0	2.193	0	1.171	0	0	0	0	0	0	0	0	0	0	0.487	0	0.295	0.341	0	0	0.182	0	4.892	0	0	2.833	3.058	2.174	0	0.086	0	0	0	0	0	4.567	0	0	0	0	0	0.703	0.655	0	2.422	0.278	0	0.27	0	0	0	0	0	0	18.461	2.884	0	0	0	0	0	0	0	5.683	9.155	0	0.746	0	4.648	0	0	0.608	5.365	0	0	0	0	0	0	2.969	0	0	2.568	1.294	0	0	2.658	0	0	0	0.584	1.128	0	0.045	0	1.45	0	1.859	0	0.041	3.468	1.183	3.054	2.043	0	0	0.512
FAM228B	18.636	10.507	16.322	17.682	15.49	17.908	32.744	21.88	30.787	23.721	18.43	19.279	18.105	6.645	25.766	18.368	22.919	20.251	20.488	24.959	12.391	18.277	23.407	20.954	31.877	34.275	12.641	27.656	38.426	5.734	19.159	32.438	16.896	6.233	10.807	26.306	1.497	25.756	7.955	12.308	30.809	13.581	8.569	18.339	22.094	24.462	23.834	34.256	8.219	29.417	12.409	10.644	17.971	21.061	17.17	12.479	18.572	22.611	21.141	0	16.525	6.805	18.986	3.611	41.194	20.377	19.645	26.614	3.186	0	9.663	12.885	17.117	12.393	7.493	8.642	0	36.137	14.196	8.966	12.125	13.809	9.523	25.235	0.057	12.99	14.466	26.622	22.749	26.599	31.891	32.349	16.257	20.747	14.765	13.878	18.855	0.3	13.531	6.904	5.062	17.317	30.047	0.086	23.324	18.592	6.842	38.727	9.698	17.55	3.817	32.365	28.208	7.584	18.504	10.837	22.589	21.381
ZNF433-AS1	5.107	11.05	2.631	2.119	2.197	0	2.084	3.346	0	2.454	1.981	3.37	1.975	3.717	1.527	4.05	0.894	0	4.514	0	6.858	1.326	2.605	3.924	4.501	0.304	0.251	3.683	0.189	4.366	8.156	0.076	2.26	0	1.954	2.979	3.817	3.583	2.07	6.751	6.088	4.349	3.179	6.07	4.571	6.367	1.602	0.314	0	1.336	1.961	4.499	2.049	2.849	2.388	3.163	1.562	5.242	1.845	0	5.496	0	0.81	1.983	7.56	0	0	1.087	0	0	6.721	0	2.694	1.549	0	0	0	0	0	0	0	0.394	0	1.644	0	0	7.213	1.548	7.344	3.266	1.075	0	4.523	7.13	13.026	2.418	0	0.167	0	0.043	15.529	9.83	0.714	0.612	0	0.954	2.965	3.656	0	0	4.405	2.083	0.476	7.761	2.476	3.811	2.137	9.591
LINGO3	0	0.461	0	0	0.444	1.723	0.469	1.099	0	0	0.137	0.429	0.649	2.705	4.348	0	2.349	2.082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.185	0	1.459	0	4.306	0	0	0	1.88	4.624	0	0	0	0	2.416	0	1.933	0	0	0.637	0	5.303	0	0	0	0.291	0	10.627	0	0	0	0	0	0	0	0	0	0.166	0.988	6.833	0	0	0	0	0	0	0	0	3.46	0	0	0	0	0	5.179	0	0	4.723	0	1.74	2.586	0	0	0	0	0	0	0	0	0	0	0	0.385	0	0	4.92	0	0	0	0	0	13.436	0.419	0
LINC02076	0	0	0	0	0.532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.831	0	0	1.261	0	0	0	0	0	0.461	1.717	0	0	0	0	0	0	0	0	0	0.999	0.686	0	8.455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.911	0	0	0	0	0	0	0	0.141	0	0	0	0	0	0	0	20.692	0	0	0	0	0	0	0	0	0	0	0	4.125	0	5.708	0	0	0.502	5.286
ZGLP1	2.25	3.187	4.553	3.54	3.48	7.465	0	10.133	2.939	0	5.559	0	9.691	11.083	1.028	0	8.23	9.598	12.926	0	6.066	4.821	7.1	0.827	25.445	13.026	0.609	14.576	0	0	10.661	10.444	16.646	11.765	2.55	25.361	1.682	3.086	6.895	3.2	3.818	14.509	12.13	1.279	5.82	14.924	7.602	8.564	0.343	10.522	1.93	13.66	18.259	7.49	0	15.855	13.033	2.782	6.871	0	12.563	0	6.108	0	0	0	9.076	0	0	10.283	18.765	0	8.805	0	0	0	17.326	17.177	67.618	0	0	22.34	0.491	10.082	0	0	9.498	0	29.403	0	16.155	9.143	4.493	4.812	1.589	7.465	0	0	7.201	3.826	0.09	10.022	0	13.873	0	5.955	11.44	0	0	10.185	0	5.373	13.17	5.703	1.05	2.052	13.526	8.275
VAMP2	46.027	36.195	51.308	53.724	33.2	29.184	50.222	35.3	58.735	73.377	80.823	49.086	43.434	41.221	50.532	12.512	20.943	41.887	54.981	31.45	43.949	43.232	12.91	21.219	25.959	29.436	15.092	48.683	20.632	43.734	68.859	36.528	25.906	37.351	34.682	13.037	56.669	61.273	42.895	23.672	23.108	19.915	64.025	27.588	35.471	29.688	21.536	26.332	34.415	14.901	19.661	14.986	14.77	50.801	37.546	28.993	34.401	79.633	30.179	92.444	73.268	109.481	88.602	66.898	61.968	57.492	106.108	86.069	65.219	47.568	37.724	218.455	80.406	109.96	208.897	127.122	153.117	101.773	179.134	139.125	86.487	26.346	110.318	79.162	63.098	26.141	101.832	70.411	57.141	79.547	93.426	87.042	56.329	69.945	82.17	58.199	83.288	117.549	81.619	133.618	29.992	71.309	119.537	31.608	103.504	79.273	59.836	59.179	204.514	54.753	52.403	72.545	220.372	47.64	65.043	62.425	53.701	51.193
AC093802.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.065	0	0	0	0	0	0	0	0	0	0	0
HTR5A-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Z85994.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LL22NC03-63E9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGBP1-AS2	0	0	0	0	0	3.763	0	0	0	0	0	0	0	0	0.487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.809	0	0	0	57.601	0	0	0	0	0	0	0	0	0.835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.054	0	0	0	9.804	0	0	0	0	0	0	0	0
TRIM51GP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6ATAC35P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR6B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP3CB-AS1	3.847	5.995	2.335	9.383	7.964	3.123	17.328	2.599	1.542	5.892	5.509	6.981	4.143	5.863	6.721	0.599	5.925	3.146	6.092	13.169	13.755	8.93	1.574	1.855	12.431	4.728	9.626	15.387	10.68	5.044	10.226	6.658	0	14.549	9.498	9.078	3.163	1.897	2.858	0.456	1.039	7.383	4.362	7.107	2.969	0.86	3.803	1.952	12.379	12.282	13.519	0.413	3.183	8.977	0.55	6.438	9.525	8.532	4.382	0	10.526	19.442	3.544	8.296	0.151	0	11.858	7.387	16.388	17.445	6.099	4.259	8.891	1.719	5.69	28.412	0	6.248	17.738	1.409	0	0.349	1.521	13.461	2.427	10.33	1.678	3.537	9.554	3.84	21.608	11.446	4.544	7.174	22.032	15.187	2.371	7.703	0	12.377	0	11.593	15.148	3.431	2.637	4.673	6.596	18.291	11.271	6.735	8.178	7.586	1.865	2.141	1.186	9.493	7.632	1.061
EBF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.391	0	0	0	1.094	0	0	0	0	0	0	0	0	0	0	0	0.026	0	0	0.398	0
GAS8-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6orf226	0	2.807	0	11.693	2.705	23.084	47.013	4.462	1.177	41.656	7.233	0	2.108	8.541	28.061	3.086	26.706	0	8.758	0	0	12.974	67.168	16.385	0	0	0.893	18.341	2.019	0.896	10.306	0	15.433	9.252	3.208	17.253	2.962	0	0	14.876	40.507	6.085	3.392	0.939	6.614	55.387	4.986	13.41	18.111	0.891	0	15.8	1.561	3.881	0	33.748	13.577	19.71	1.921	0	0	0	0	0	0	0	22.624	0	70.58	0	0	0	33.429	61.971	0	192.407	0	79.629	0	130.669	0	0	46.458	0	0	0	0	16.519	12.901	0	27.541	0	0.483	8.151	23.499	0	0	0	0	0	0	19.213	3.21	0	0	0	0	42.527	0	0	0	37.643	0	0	0	21.626	0	0
PPP3R1	220.584	184.771	173.598	165.063	188.099	274.067	196.359	359.51	208.216	174.257	184.204	194.51	214.406	242.945	114.479	213.282	257.372	228.727	135.847	293.297	214.68	242.967	190.846	117.889	238.066	313.584	174.369	259.335	331.393	163.083	174.052	208.344	175.743	182.696	186.02	261.878	132.99	210	254.934	228.623	223.675	175.172	137.655	243.433	163.523	249.098	179.23	270.874	168.082	428.121	179.245	208.364	297.299	255.958	277.013	233.895	217.187	191.317	193.065	389.794	261.181	192.207	348.656	223.502	253.218	406.752	285.194	293.505	371.626	251.216	235.084	556.415	239.124	363.961	222.651	310.328	556.204	205.529	278.125	122.179	393.532	308.702	257.851	196.498	247.274	201.023	191.044	267.306	273.48	144.396	181.385	260.516	384.751	213.274	211.81	266.93	192.713	352.785	308.338	438.494	240.814	229.619	238.775	281.423	314.787	400.972	295.154	270.312	405.885	259.072	129.979	170.002	305.601	348.401	278.3	257.002	255.443	324.552
PSG3	0	0	0	0	0	3.323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FANCG	3.594	3.287	0.459	8.573	1.102	5.128	3.105	2.613	6.111	0.454	4.504	8.86	3.702	2.609	1.452	1.414	3.788	13.343	21.18	0.661	2.306	1.441	10.967	3.893	0.163	3.637	5.322	3.202	5.088	9.579	4.548	6.532	2.947	0.989	7.228	6.38	0.452	0	1.827	3.109	3.502	7.784	0.518	1.147	1.768	4.963	14.796	1.28	0	3.267	10.287	18.285	6.559	7.706	7.136	8.443	2.828	13.507	11.004	0	0.845	0	0	1.293	1.303	0	15.665	2.878	0	0	11.266	0	5.004	4.147	11.336	6.456	0	0.811	0	0	15.289	3.848	10.891	8.958	8.574	0	2.13	5.64	0.146	0	16.388	9.518	0	12.119	3.589	12.331	0	4.154	0	0	1.631	4.283	1.654	2.348	13.911	2.451	1.551	3.576	11.109	3.104	6.683	7.557	0	3.836	3.178	4.388	2.859	0
OR2A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083	0	0	0	0	0	0	0	0	0	0.142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
