Gene.symbol	BRCA001	BRCA002	BRCA003	BRCA004	BRCA005	BRCA006	BRCA007	BRCA008	BRCA009	BRCA010	BRCA011	BRCA012	BRCA013	BRCA014	BRCA015	BRCA016	BRCA017	BRCA018	BRCA019	BRCA020	BRCA021	BRCA022	BRCA023	BRCA024	BRCA025	BRCA026	BRCA027	BRCA028	BRCA029	BRCA030	BRCA031	BRCA032	BRCA033	BRCA034	BRCA035	BRCA036	BRCA037	BRCA038	BRCA039	BRCA040	BRCA041	BRCA042	BRCA043	BRCA044	BRCA045	BRCA046	BRCA047	BRCA048	BRCA049	BRCA050	BRCA051	BRCA052	BRCA053	BRCA054	BRCA055	BRCA056	BRCA057	BRCA058	BRCA059	BRCA060	BRCA061	BRCA062	BRCA063	BRCA064	BRCA065	BRCA066	BRCA067	BRCA068	BRCA069	BRCA070	BRCA071	BRCA072	BRCA073	BRCA074	BRCA075	BRCA076	BRCA077	BRCA078	BRCA079	BRCA080	BRCA081	BRCA082	BRCA083	BRCA084	BRCA085	BRCA086	BRCA087	BRCA088	BRCA089	BRCA090	BRCA091	BRCA092	BRCA093	BRCA094	BRCA095	BRCA096	BRCA097	BRCA098	BRCA099	BRCA100	BRCA101	BRCA102	BRCA103	BRCA104	BRCA105	BRCA106	BRCA107	BRCA108	BRCA109	BRCA110	BRCA111	BRCA112	BRCA113	BRCA114	BRCA115	BRCA116	BRCA117	BRCA118	BRCA119	BRCA120	BRCA121	BRCA122	BRCA123	BRCA124	BRCA125	BRCA126	BRCA127	BRCA128	BRCA129	BRCA130	BRCA131	BRCA132	BRCA133	BRCA134	BRCA135	BRCA136	BRCA137	BRCA138	BRCA139	BRCA140
AC097626.1	12.714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.184	0	0.498	0	0	0	0	0	0	0.311	0	0	0.132	0	0.702	0	0	0	0	0	3.037	0	0	0	0	0	0	0	0.73	2.255	0	3.305	1.678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.382	0	0	0	0	0	0.155	4.405	0.901	1.105	0	4.085	4.939	0.161	0	0	3.862	0	0.44	0	0	0	0	0	2.886	0	8.441	5.484	0	0	0	4.279	0	0	0	0	0	0	0	3.903	0	0.734	0	0	0	0	0	0	0	4.65	0	0	1.763	4.837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL355481.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC091576.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC023781.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL137781.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC115284.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL353613.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.819	0	0	0	0	0	0	0	0	0	0	0	0	0	6.065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC134684.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL161443.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.505	0	0	0	0	0	0	1.045	0	0	0	0	1.633	0	0	0	0	0	0	0	0	1.078	0	0	0	0	2.557	0	0	0	0	0.212	5.271	0	0	0	0	0	0	0	0	0	1.444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.135	0	0	0	0	0	0	0	0	0	0	2.97	0	0	0	0	0	2.886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC091951.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL445259.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.435	0	0	0	0	0	0.786	0.457	0	0	0	5.058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC023509.6	0	0	0	0	0	0	0	0	10.929	5.403	0	0	0	0	0	0	0	0	46.384	1.087	0	2.208	0	0	2.879	13.71	0	0	0	0	0	0	6.786	0.394	0	0	0	0	0.169	0	0	0	2.299	0	0	0	0	0	0	0	1.121	0	0	0	0	0	0	14.885	0	0	0	2.808	0	1.547	0	0	0	7.277	1.703	0	0	0	0	0	0	0.464	0	0	0	0	0	0	3.611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.071	0	0	0	0	0	0	0	0	0	0	0.821	0	0	0	0	0.46	4.196	1.527	0	0	0	4.207	11.496	0	0	4.759	10.412	0	0	0.754	0	0	0	0	0	0	0	0	0	0
AP002381.2	12.053	0	0	0	0	0	0	0	1.824	7.613	0	3.073	0	0	0	0	4.125	0	0	5.081	0	6.483	1.68	0	0.961	0	2.494	0	0	1.058	2.32	0	0	0	1.425	2.377	0	16.005	1.128	0	4.291	6.047	0	3.903	0	0	0	3.937	0.138	1.816	1.924	15.583	0	0	8.625	9.274	0.772	6.496	0.73	2.569	8.876	1.64	2.18	5.506	11.264	0.429	2.668	5.586	0	13.701	16.07	1.527	2.037	0	0.301	1.548	5.182	0	0.33	0	0	2.919	2.571	2.742	0	0.961	0	0.657	0.62	0	4.019	5.679	1.333	3.447	11.456	3.538	0	0	0.12	0	0	2.289	1.962	0.159	1.769	7.093	2.89	9.221	9.006	4.059	0.73	1.256	4.623	1.24	0	2.456	0.934	1.834	1.543	0	0	0.526	7.071	0.298	9.757	13.129	8.585	0	0	0	0	5.543	0	3.268	19.397	0	7.27	0	0	2.794
AL162718.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.375	2.628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.375	0	0	0	0	0	0	0	0
AC016383.2	0	0	0	0	0	0	0	0	0	0	0.166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP002433.2	0	0	0	19.74	0	0	0	0	0.454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.056	0	8.817	0	0	0	0	0	0	0	0	0	2.369	0	0	0	0	0	0	0	0	4.466	0	0	0	0	0.317	0	0.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.322	0	0	0	0	0	0	0	0	0	0.28	0	0	0	0	0	0	0.554	0.318	0	0	1.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.354	0	0	0	0	0	0	0	0	0	0	0	0	0.737	0	0	0	0	0	0	0	10.184	0	0	0	0	0	0
AL049825.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360267.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104260.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL357140.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC211476.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0	4.157	0	0	0	0	0	0	0	0	0	1.502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.419	0	0	2.244	0	0	0	2.065	0	0	0	0	0.967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL021918.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004765.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090692.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL008720.1	0	0	0	0	11.073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC097634.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.522	0	0	0.461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.242	0	0	0.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL592164.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012184.4	0	0	0	0	0	0	0.411	0	0	0	0	0	42.217	0	0	0	0	0	0	0	0	1.604	0	0	0	2.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.975	0	0	0	0	0	0	0	0	0	0.97	0	1.212	0	0	0	1.248	0	0	0	0	0	0.187	0	0	0	6.346	0	0	0	0	0	0	1.149	0	0	0	0	0	3.542	2.676	0	0	0	5.494	0	0	0	0	0	0	0	0	0	0	0	0	2.096	0	0	0	0	0	0	0	0.393	0	0.385	0	0	0	0	0	0	0	0	2.219	0	0	0	0	0.328	0	0	11.76	0	0	0	0	0	0	0	0	0	0	0	0	0	13.574
AC018683.1	7.299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.599	18.445	0	5.206	50.317	33.06	0	0	9.24	0	10.322	1.624	24.742	0	26.846	2.305	3.65	0	0	0	8.9	1.406	0	0	0	0.244	0	0	0	0	12.016	0	0	0	0	13.732	0	0	0	0	13.009	0	0	0	0	0	0	0	2.08	0	0	0	1.641	0	0	15.485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC068707.2	0	0	0	0	0	0	0	0	0	0	0	2.511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC098588.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL159158.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC063960.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004129.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL162719.1	0	0	0	0	0	0	0	0	0	0	0.573	0	0	0	0	0	4.858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.388	0	0	0	0	0	0	0	0.273	0	0	0	0.455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL353072.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL356275.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.034	0	0	0	0	0	0.589	0	0	0	0	0	0	0	1.108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.449	0	0	0	0	0	0	0.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.908	0	0
AC084121.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL031281.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156	0	0.658	0	0	0	0.181	0	0	0.098	0	0	0	0	0	0	0	0	0	0.262	0	0	0.014	0.041	0	1.45	0.278	0.658	0	0	0	0.79	0	0	0	0	0	0	0.273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.513	0	0.15	1.543	0	0	0.038	0.521	0	0	0	0	0	0.551	0	0	0.412	0	0.081	0	0.878	0	0	0	0.845	0	0	0	0	0.029	0	0	0.645	0	0.019	0.022	0	0	0.358	0	0.338	0.022	0.488	0	0	0	0.038	0	0	0	0	0	0.194	0	0	0	0.753	0	0	0	0	0	0	0	0	0	0	0	0	0.748	0
AC207130.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.029	0	0	0	0	0	0	2.738	0	0	0	0	0	0	0	0	0	0	0.127	0	0	0	0	0	0	0	0	0.101	0	0	0.115	0	0	0	0.905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.476	0	0	0
AC092110.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004967.2	0	0	0	0	0.275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.603	1.143	0	0	0	0	0	0	2.777	0	0	2.054	0.626	1.05	0	0	0.079	3.376	0	0	1.028	0	0	0	0	0	2.388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.518	0	0	0	2.605	1.128	0	0	0	0	0.11	0	0	0	0	0.289	0.327	0	0	0	0	0	0	0	0.781	0	0	0	0	0	0	0	0	0	3.454	0	0	0	0	0	0	0.621	0	2.882	0.562	0	0	0	4.02	0	0	0	1.313	0	0	0	0	0	0	0	0	0	0	0.162	2.691	0	0	0.121	0	0	0
AL031121.2	0	0	0	8.416	0	0	0	0	0	0	0	0	0.526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106	0	0	3.193	0	0	0	0.082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
