Gene.symbol	HCC001	HCC002	HCC003	HCC004	HCC005	HCC006	HCC007	HCC008	HCC009	HCC010	HCC011	HCC012	HCC013	HCC014	HCC015	HCC016	HCC017	HCC018	HCC019	HCC020	HCC021	HCC022	HCC023	HCC024	HCC025	HCC026	HCC027	HCC028	HCC029	HCC030	HCC031	HCC032	HCC033	HCC034	HCC035	HCC036	HCC037	HCC038	HCC039	HCC040	HCC041	HCC042	HCC043	HCC044	HCC045	HCC046	HCC047	HCC048	HCC049	HCC050	HCC051	HCC052	HCC053	HCC054	HCC055	HCC056	HCC057	HCC058	HCC059	HCC060	HCC061	HCC062	HCC063	HCC064	HCC065	HCC066	HCC067	HCC068	HCC069	HCC070	HCC071	HCC072	HCC073	HCC074	HCC075	HCC076	HCC077	HCC078	HCC079	HCC080	HCC081	HCC082	HCC083	HCC084	HCC085	HCC086	HCC087	HCC088	HCC089	HCC090	HCC091	HCC092	HCC093	HCC094	HCC095	HCC096	HCC097	HCC098	HCC099	HCC100	HCC101	HCC102	HCC103	HCC104	HCC105	HCC106	HCC107	HCC108	HCC109	HCC110	HCC111	HCC112
USP50	0	0	0	0	0	0	0	0.583	13.613	0	0	0	0	0	0	0	0	0	0	0.616	0	0	0	0	3.479	0	6.709	0	0.8	0	3.057	0	0	0	0	0	0	0	0	0	0	0	0	0	4.786	0	0	0	0	0	0	0	0	0	0	4.602	0	0	0	0	1.81	0	0.796	0	0	0	0	0	4.996	0	0	0	0	0	15.202	0	0.574	0	0	0	0	0	0	0.625	1.826	7.35	0	0	0	0.809	0	0	0	1.582	0	4.344	0	0	0	8.311	2.624	5.13	1.113	1.636	0	0.969	8.82	0	0	0	0	0
USP47	59.948	52.99	61.709	49.705	65.126	64.514	64.052	37.02	53.932	52.657	83.001	72.575	60.54	48.815	59.063	44.723	52.613	62.093	51.53	48.793	65.971	47.261	65.654	78.02	49.199	71.923	65.953	48.738	45.42	59.092	51.072	56.225	55.761	55.774	48.122	59.334	67.958	63.096	65.681	56.048	48.835	62.111	41.484	56.436	55.006	54.127	65.865	64.525	51.528	52.187	67.108	58.763	50.906	59.862	56.063	47.52	48.394	48.963	44.986	58.617	50.11	51.918	49.604	53.163	67.143	46.448	36.531	52.779	48.506	44.327	83.834	57.907	86.404	59.386	63.205	59.197	63.146	46.382	47.663	58.579	57.714	64.439	48.028	58.636	52.688	58.305	54.301	61.069	55.212	46.157	57.397	66.686	58.885	65.887	58.197	60.309	65.612	59.841	37.203	58.526	43.238	47.16	43.601	43.941	46.78	55.508	40.829	72.257	52.219	44.848	62.61	55.948
PDCD6IP	38.843	26.994	61.052	39.934	44.778	62.858	53.701	38.598	36.683	47.05	55.071	59.762	43.84	28.518	42.906	56.643	71.074	50.457	43.408	56.144	63.861	52.98	67.988	78.155	47.221	66.168	42.773	29.996	45.096	68.471	42.68	76.554	68.797	105.427	71.947	53.266	59.083	54.343	70.569	27.716	43.596	81.85	31.712	74.63	32.976	59.515	41.696	61.884	60.64	45.53	61.629	64.601	65.572	73.172	59.733	37.004	80.376	58.229	39.547	44.411	59.954	45.08	25.453	54.734	46.175	63.54	45.928	36.178	40.186	39.813	41.638	65.602	62.449	51.487	59.649	50.154	46.641	30.968	29.905	38.283	39.306	52.412	56.11	24.855	33.129	37.809	21.452	77.28	49.994	39.07	60.919	62.627	54.639	49.556	50.089	32.996	44.679	62.181	16.877	47.883	37.064	33.365	27.3	39.9	54.747	47.946	39.618	36.575	57.274	50.71	49.617	66.543
MRGPRX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF212	8.067	5.447	11.193	14.276	8.432	25.638	6.881	3.232	18.492	18.93	21.284	14.53	0	13.873	8.491	27.228	0.883	12.442	3.937	21.226	3.755	7.09	10.693	26.214	6.602	15.378	6.118	2.705	10.394	5.215	14.81	9.078	11.778	8.634	16.495	0.881	13.905	19.714	12.892	8.674	4.697	18.092	7.374	13.586	9.053	75.797	21.516	7.343	15.527	2.837	29.996	7.025	28.244	3.968	4.775	11.522	0	2.363	13.871	9.826	2.712	11.053	1.193	1.57	9.037	10.116	14.294	8.722	10.291	23.05	0.751	13.271	16.938	13.377	6.132	4.278	10.323	4.794	2.261	5.483	11.164	16.52	11.162	1.498	5.471	15.797	4.087	8.459	7.222	6.461	12.039	4.549	12.554	11.848	11.958	8.269	3.955	17.513	2.996	11.181	4.614	1.166	27.054	3.269	17.803	4.356	0	4.886	11.15	24.112	9.074	1.653
MRAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.727	0	0	0	0	0.411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM161A	1.581	0.381	1.356	1.022	0	2.796	6.307	0	0	0	0	0	0.672	0.271	0	0	0	0.698	2.134	1.118	3.527	0	0	2.01	0.316	7.258	2.118	0.41	3.391	0.465	4.995	0	0.307	6.658	2.459	0	0	1.779	0	0.399	0	0.635	1.33	0	0.109	0	0	0	0.831	1.63	1.792	2.049	0	0	3.938	0.074	5.951	0	2.472	1.287	0.657	0	0.434	0	0	0.368	2.741	1.156	0.907	0	0	0	7.956	0.657	0.955	0.672	0	1.452	1.272	2.657	0.369	0.345	0	0.34	2.557	0	0.9	3.417	3.67	0.196	1.459	9.647	3.042	0.431	2.438	2.041	2.996	1.736	1.135	0	1.969	0	0	1.717	0	0.88	0	0	1.72	0	1.538	0.462
ZNF282	13.397	4.001	21.314	14.548	5.952	27.42	23.661	42.145	17.226	14.472	5.75	24.608	33.94	7.804	14.931	24.546	45.672	10.714	10.668	19.924	7.172	18.25	12.536	23.007	7.79	15.324	9.871	3.93	11.154	12.863	10.142	6.596	17.562	52.903	8.479	7.525	6.37	24.554	5.183	17.049	17.325	12.991	4.155	36.563	10.494	0.83	18.103	12.697	27.765	16.79	14.676	19.552	9.258	10.355	8.922	15.165	2.25	7.412	14.228	0.882	12.609	5.195	15.058	11.922	10.14	13.441	28.246	13.58	13.207	7.034	10.132	10.869	13.275	24.467	5.383	9.079	16.001	9.34	8.716	7.891	5.057	10.091	15.135	6.842	12.331	22.325	3.394	16.389	8.609	6.975	10.724	21.627	13.999	11.905	8.631	7.375	12.499	16.57	5.183	11.564	5.659	9.419	12.814	4.796	9.579	10.69	22.963	9.324	22.543	33.016	15.86	27.081
GLB1	5.709	13.136	13.493	7.854	10.76	12.936	0.515	20.638	14.277	20.54	13.606	16.988	9.126	13.705	13.232	11.737	14.408	7.728	8.612	18.168	11.364	12.536	23.544	9.315	5.321	17.823	9.432	7.888	14.925	9.059	8.906	26.166	18.006	14.213	12.218	10.279	14.509	18.044	20.069	10.728	8.759	10.133	20.612	18.858	13.267	1.569	7.566	21.747	18.009	12.039	18.894	11.62	24.93	6.751	9.576	13.629	20.252	12.634	12.097	10.069	10.479	15.662	20.007	13.576	18.521	34.964	12.665	14.906	15.281	9.193	15.193	8.616	5.273	10.544	7.026	16.638	10.412	16.941	9.066	14.525	11.101	15.091	16.38	9.694	9.46	9.414	13.951	12.746	12.146	9.422	11.332	15.508	6.538	16.933	8.882	9.044	6.249	11.609	11.833	21.42	4.358	12.367	9.307	6.833	16.756	14.397	10.389	4.687	17.068	22.249	19.247	28.647
GON7	24.86	11.553	48.556	26.481	24.026	23.753	61.543	1.445	33.85	16.364	0	16.414	36.257	14.191	20.199	51.02	43.438	16.518	34.283	34.098	25.888	13.684	52.612	54.897	15.809	41.065	22.654	15.848	46.298	32.141	55.57	42.239	31.078	5.411	46.205	32.277	26.442	81.825	32.163	30.275	32.375	22.412	13.072	41.073	0	19.501	25.988	0	15.931	30.886	12.62	31.207	65.241	23.444	42.064	35.825	0	18.821	21.749	14.645	35.89	13.225	22.369	17.938	24.918	38.494	22.949	27.057	12.383	9.235	0	48.622	42.507	28.411	31.885	1.311	34.631	1.017	50.315	20.157	39.74	21.99	37.4	13.941	31.032	46.491	14.855	37.707	37.26	21.379	31.687	48.61	12.528	18.622	43.451	18.157	55.442	26.047	5.508	47.648	56.379	49.983	0	29.146	42.076	26.956	0.422	14.417	44.685	57.465	46.54	68.541
FAXDC2	169.664	141.957	53.259	30.534	108.175	40.484	111.788	141.102	69.939	96.017	86.872	48.986	68.615	148.473	77.975	49.18	55.378	118.573	110.017	19.924	46.909	105.973	109.566	35.673	107.397	47.786	88.033	133.394	98.498	70.55	107.9	60.62	28.624	56.775	61.256	142.636	62.215	62.279	36.155	144.452	156.232	65.194	131.087	62.096	57.419	86.606	97.441	47.061	53.933	53.069	33.196	32.9	63.695	118.876	45.764	107.873	37.31	100.4	92.153	49.728	89.486	45.39	253.672	95.876	84.904	56.696	28.619	107.603	129.354	94.266	84.695	45.895	66.664	33.371	75.265	30.719	90.207	175.33	93.277	131.57	145.245	110.184	51.482	261.796	185.809	107.683	176.138	107.396	50.453	143.907	50.68	23.603	165.098	84.308	56.184	114.566	57.753	52.985	228.485	70.358	136.979	118.4	125.998	127.184	20.09	101.028	56.871	142.907	33.046	49.421	58.934	33.977
CRTAP	68.223	56.553	318.254	133.911	125.44	93.483	58.658	87.273	140.512	146.384	136.529	119.069	81.395	46.793	169.572	123.154	144.067	75.78	75.934	111.846	108.431	138.913	121.877	138.782	99.419	121.714	86.738	40.895	100.399	107.522	71.984	107.593	100.457	169.867	82.006	104.45	100.384	136.754	155.859	79.164	101.736	143.186	111.239	128.872	131.929	172.781	112.712	176.33	95.248	164.792	138.917	138.062	99.324	99.229	119.537	97.577	167.425	105.933	99.277	128.868	93.566	149.366	75.753	124.853	118.054	83.084	124.605	109.337	70.079	147.379	168.984	98.928	101.037	81.619	124.49	94.667	132.797	86.941	61.17	97.194	76.795	94.4	115.366	90.604	94.72	122.007	82.552	111.495	111.118	76.235	117.817	181.575	89.729	101.587	81.907	86.829	161.205	114.714	65.504	169.04	81.381	80.914	54.647	60.648	146.733	74.524	151.785	93.822	130.872	131.74	159.445	174.644
HSPB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7orf33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNGB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0
ELP5	14.456	6.02	22.645	51.918	31.503	24.285	39.957	0.803	27.153	14.767	12.988	33.626	45.894	9.003	31.196	26.977	40.981	6.357	9.29	50.286	26.766	64.794	13.98	26.701	16.777	42.242	19.693	13.02	9.375	16.574	6.845	33.263	16.16	24.664	24.079	14.325	22.461	27.122	14.467	18.807	14.951	21.702	17.358	24.274	16.28	28.102	21.232	10.181	38.438	43.395	27.278	31.853	49.557	12.38	35.683	18.74	29.593	19.616	6.879	28.086	30.86	9.349	9.6	7.737	19.654	54.891	45.967	11.28	23.231	27.856	0	22.988	28.66	19.533	24.572	27.688	24.525	16.111	26.732	13.025	11.434	19.864	29.073	8.396	20.484	16.938	9.823	22.365	15.4	18.941	11.701	16.736	21.717	29.42	26.851	8.098	21.472	55.395	4.879	16.476	13.38	21.691	2.3	19.792	38.634	16.245	48.962	14.091	38.692	42.518	46.027	57.369
CMTM8	0	10.22	22.247	11.96	13.332	18.345	8.13	0	0	10.18	9.285	45.973	8.588	3.032	0	0	11.963	1.249	4.493	14.007	6.107	6.245	22.164	1.349	0	0	0.474	2.291	8.235	5.82	12.828	18.069	0	63.469	3.903	3.412	16.894	32.4	4.16	0	16.646	1.421	1.19	11.091	24.779	0	6.193	0	8.613	10.054	2.672	24.505	0	2.561	4.674	0	7.344	5.692	0	0	6.615	25.435	2.587	0	0	2.194	30.895	11.82	4.564	0	0	2.464	0	21.068	6.173	21.045	7.461	0	3.064	3.467	12.104	6.176	0	2.03	16.523	0	1.511	2.675	2.526	2.627	11.272	20.037	6.481	5.459	1.515	8.301	15.188	4.891	1.692	8.265	2.274	13.504	7.488	2.954	35.204	0.525	31.974	3.02	9.01	32.195	21.498	9.132
GABARAP	40.647	32.359	84.034	70.71	88.806	65.378	73.833	34.102	106.924	63.503	63.358	116.126	105.671	37.705	109.413	126.323	84.196	59.209	65.181	103.672	120.763	73.175	89.213	123.245	85.877	72.286	86.897	74.536	113.399	97.996	85.758	125.283	107.411	54.744	134.013	99.332	100.658	90.557	96.983	97.751	68.107	118.925	56.462	62.406	140.838	78.694	68.982	51.343	97.557	89.574	79.2	110.974	110.199	94.983	120.893	52.151	85.615	68.937	129.473	87.635	89.483	71.453	63.995	79.384	81.969	111.089	120.177	60.857	78.302	79.397	118.096	88.325	83.382	69.298	81.928	60.079	99.055	54.637	72.337	70.829	48.457	87.725	111.899	51.54	75.067	59.084	55.042	109.079	89.805	61.017	111.883	94.389	79.918	110.807	125.55	50.104	75.755	133.246	73.101	114.761	64.05	84.551	65.814	58.301	98.721	68.91	88.529	55.488	108.045	70.815	60.59	75.346
LGALS9B	0.848	1.748	1.067	7.579	4.522	6.6	4.205	0.104	18.519	5.73	2.085	0	1.322	0	8.73	17.3	14.162	8.787	5.186	21.996	1.343	1.479	1.249	1.582	1.035	5.788	7.708	5.036	2.668	2.925	1.274	8.621	4.075	9.51	2.652	5.55	3.429	5.748	2.805	2.486	4.736	1.146	2.093	44.185	1.709	0	11.459	0.18	1.98	10.142	5.455	11.783	13.287	7.431	6.482	3.944	7.67	22.214	9.4	4.114	1.939	1.988	0.853	1.069	2.62	0	4.097	3.248	2.676	0.235	7.606	1.083	3.402	0.646	0.626	12.653	10.867	2.637	0.962	2.178	0.484	7.694	13.471	0.67	4.098	1.086	1.771	2.688	19.575	1.925	15	1.22	0.427	2.542	1.199	1.825	0.524	10.372	0.298	3.513	0.75	0.632	0.114	2.727	0.325	2.192	7.303	6.027	8.501	4.069	1.815	9.243
STX8	24.972	17.816	53.908	22.074	31.477	38.598	22.582	18.242	17.795	17.268	18.597	10.24	51.225	18.464	42.897	33.503	16.81	27.355	28.266	28.751	36.207	37.162	36.546	57.975	23.845	61.2	38.417	21.493	35.143	26.733	47.695	27.231	53.424	42.85	36.376	21.833	34.115	19.248	52.726	31.064	13.461	35.324	24.32	29.702	59.244	24.985	10.982	24.158	28.459	38.951	24.19	26.672	23.886	22.75	36.301	20.177	23.387	45.979	30.917	40.026	41.555	37.05	18.885	40.99	33.933	43.613	46.01	22.033	30.251	46.448	25.449	42.247	49.998	42.771	55.617	41.362	21.586	13.043	39.16	27.237	29.056	31.018	61.387	11.668	22.638	67.531	14.078	55.08	37.862	24.754	44.418	33.71	24.263	37.212	46.017	31.333	68.924	41.737	6.622	22.082	15.186	28.474	13.796	31.747	62.561	25.754	27.349	28.292	28.516	33.719	37.08	26.39
CDK1	9.987	10.683	30.683	31.305	7.622	6.392	3.856	4.243	4.528	9.668	0	15.802	8.207	7.969	5.525	2.314	0	14.548	7.884	8.665	9.88	20.086	1.697	9.132	4.922	7.338	2.547	3.695	5.178	10.305	9.64	3.444	2.563	11.543	7.842	15.283	5.919	17.655	3.81	17.242	0.877	6.579	4.406	3.18	4.643	0	8.4	20.527	5.086	12.246	0	0	4.362	2.753	4.939	8.384	11.79	10.625	13.87	0.43	6.804	3.714	14.099	3.995	4.942	15.886	10.838	4.192	18.327	7.336	8.054	3.237	8.011	3.073	13.615	10.005	2.507	19.255	4.444	7.249	3.943	7.685	8.692	12.127	13.791	1.23	5.714	13.694	2.735	2.484	10.011	18.137	6.581	6.426	5.518	2.851	9.339	9.451	2.425	0.494	3.31	5.749	0	8.733	2.72	1.88	5.457	1.526	2.523	0	3.544	7.204
UBB	1085.645	1525.217	1803.662	2392.662	1577.986	1671.229	1723.246	1233.803	1107.293	1134.414	1985.835	1595.688	2849.254	1834.688	1993.232	1594.305	1385.98	1290.835	1749.917	993.812	1519.706	1354.835	1448.382	1156.486	943.324	976.801	1268.946	2111.768	2697.991	1369.287	1615.998	2473.58	1374.722	1697.712	1594.811	1418.713	2330.668	1254.782	2123.581	1548.586	2354.471	1098.526	1406.567	1517.421	1769.792	1515.504	1667.353	2013.037	1680.031	1876.088	1804.322	1416.611	1907.291	1854.807	1813.13	1077.655	1359.05	1636.705	1591.542	1575.892	1061.921	2145.044	1980.273	1145.383	1160.702	3788.168	2541.24	1184.596	1878.417	1957.203	1482.094	3001.09	1794.354	1100.011	1729.25	1481.852	2260.091	1408.45	1845.83	1386.165	2172.421	1936.012	1778.901	1158.654	1799.875	2463.792	1151.588	1106.396	2458.184	1379.95	2072.101	2118.299	904.307	1110.098	1784.69	2363.338	1994.606	1382.196	1049.822	1665.5	1352.702	1653.889	1334.207	2654.589	968.691	1259.687	1333.79	919.7	1373.466	1295.699	2316.887	1305.097
NFRKB	7.746	3.998	16.941	20.012	16.306	30.7	14.401	0.965	15.064	23.998	23.175	15.303	6.605	10.115	10.369	11.787	22.204	16.665	7.494	27.534	14.525	11.663	19.484	17.75	9.948	18.782	13.434	5.01	7.47	16.409	5.598	26.004	17.747	8.937	13.151	13.277	15.052	18.487	15.675	9.817	1.951	17.823	2.69	18.294	15.217	18.689	19.08	27.681	11.463	27.4	10.221	34.86	16.769	16.893	16.258	14.252	15.312	10.285	15.301	13.472	10.215	11.313	2.157	9.69	9.691	19.309	12.814	9.31	7.237	18.801	19.707	9.679	24.663	14.346	6.336	13.053	15.037	14.079	4.542	10.923	9.482	8.584	18.168	4.045	11.698	13.886	5.132	15.012	16.617	9.087	9.18	12.397	13.933	10.296	18.413	14.153	8.168	21.592	3.386	5.31	11.85	5.112	19.235	2.791	12.911	6.32	1	4.822	21.741	13.147	14.374	13.571
FABP4	224.976	74.49	301.042	162.403	487.55	136.977	230.242	92.59	269.726	282.525	246.723	188.059	369.415	150.459	418.194	184.989	246.404	476.87	290.01	56.374	741.724	416.531	374.695	690.917	396.802	501.071	275.329	126.383	731.907	295.062	217.853	205.623	181.279	387.648	287.357	288.907	286.069	428.789	413.735	121.63	234.692	301.613	124.266	92.717	749.98	370.422	177.941	368.904	393.915	222.157	282.796	356.266	295.491	370.802	292.688	194.309	577.502	467.944	325.472	766.337	269.484	153.534	321.422	512.872	316.207	509.603	346.428	172.717	142.028	116.754	415.48	299.999	491.499	295.428	516.367	444.62	484.715	142.488	121.835	400.729	251.701	338.03	410.289	67.441	282.178	355.924	218.067	198.91	250.654	146.171	454.272	666.778	406.07	223.613	359.698	155.677	813.686	146.368	50.935	461.531	286.086	437.104	126.155	192.746	520.899	314.385	282.339	213.743	141.44	97.762	247.032	376.76
FRMPD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRDM10	15.838	5.533	23.507	10.844	15.32	19.798	13.515	2.727	12.164	9.704	10.081	14.601	17.194	9.564	9.434	10.872	1.859	11.839	10.25	26.148	11.903	9.278	9.666	19.281	10.679	16.325	12.928	6.088	12.133	16.867	8.505	9.945	6.994	9.801	11.882	10.82	13.816	17.574	10.859	19.984	2.776	9.108	2.825	9.315	14.764	8.306	13.076	2.254	8.948	17.5	5.005	15.68	4.521	12.794	13.378	8.299	12.2	7.817	4.441	12.371	9.767	20.73	5.385	13.897	10.673	14.963	13.12	17.278	8.716	7.096	33.987	14.579	10.602	20.661	7.32	22.753	7.106	2.745	6.126	11.234	11.6	13.04	15.334	4.407	8.482	14.224	6.245	14.285	5.65	7.835	14.664	13.819	11.082	14.054	11.647	9.266	9.181	8.716	3.297	9.519	6.143	9.418	4.209	9.524	10.207	10.97	15.083	8.397	11.507	6.866	17.247	20.18
B3GNT2	28.499	7.689	19.751	17.61	15.787	25.891	24.333	33.034	26.53	16.71	19.456	21.428	16.915	31.108	15.924	9.118	70.613	33.826	17.516	22.991	22.346	17.939	23.32	23.619	17.777	30.067	15.554	10.153	16.718	17.058	17.151	27.449	9.719	30.846	17.618	31.778	9.199	40.352	5.804	25.522	7.132	17.108	9.178	19.025	25.32	0.171	1.376	19.533	23.775	28.718	8.458	29.371	43.744	10.507	19.475	17.654	16.199	27.446	31.46	2.068	15.984	36.414	12.472	7.984	5.704	24.528	22.136	17.28	24.141	22.568	0.835	18.399	38.312	18.697	26.696	19.21	30.234	26.457	48.852	9.35	19.19	12.249	15.4	9.997	18.428	20.78	13.843	14.582	17.102	16.708	25.197	32.763	0.532	28.464	35.301	17.372	33.483	10.27	4.998	13.792	16.093	31.597	42.273	4.242	13.436	8.181	21.129	36.512	36.664	27.688	28.652	36.626
FOS	165.776	343.382	46.489	20.278	26.931	19.349	22.974	63.097	17.332	16.757	20.056	34.847	39.855	190.204	16.688	12.492	57.187	546.815	18.124	41.898	29.339	13.063	47.185	37.825	27.829	14.158	17.866	28.074	16.343	15.977	14.404	75.827	200.863	19.412	497.74	19.296	30.038	35.86	15.485	33.448	4.793	21.386	20.101	30.482	165.765	7.857	10.198	48.428	21.646	13.652	39.441	13.743	56.302	14.297	25.55	22.584	0	22.187	33.677	53.76	13.59	16.395	22.51	24.47	15.841	45.134	22.581	11.25	31.995	50.917	28.225	31.977	4.676	22.56	40.805	35.659	12.681	21.564	16.663	33.224	457.203	14.928	76.365	11.225	14.593	31.048	11.501	28.124	21.636	12.54	13.767	15.871	28.434	43.43	227.782	521.136	5.723	40.574	16.93	34.861	13.189	19.48	32.764	82.349	173.787	28.25	34.176	4.549	39.609	18.593	31.801	14.494
TMED10	40.222	22.916	36.469	31.134	32.815	31.424	56.436	39.231	23.063	38.157	26.486	51.388	50.066	30.347	48.247	56.586	54.169	44.072	31.55	39.673	26.427	26.193	33.936	46.806	37.678	44.322	28.852	20.763	21.381	25.315	28.911	26.224	82.798	30.463	33.164	32.853	40.412	43.267	36.328	19.667	34.436	40.089	19.769	37.488	30.848	27.982	28.137	36.611	49.388	39.83	47.928	54.801	59.911	37.711	36.745	31.168	47.888	41.65	35.843	67.446	19.255	58.7	30.07	54.822	34.53	38.054	24.539	30.515	36.989	35.289	28.582	40.005	35.551	33.536	33.289	28.485	30.048	21.47	37.706	43.725	27.66	33.405	19.523	40.491	28.199	58.401	18.896	34.542	54.699	22.941	36.687	16.735	43.828	23.497	38.536	40.068	32.614	34.29	21.323	64.051	23.746	23.193	38.21	39.038	47.298	22.167	44.987	24.895	38.323	40.907	37.995	41.89
SETMAR	1.693	2.056	9.585	0.579	0.752	4.757	0	0.39	12.684	12.196	13.135	5.367	3.674	2.795	8.168	24.155	8.48	2.055	0	0.823	5.528	6.166	8.23	10.508	5.579	15.885	3.275	3.167	4.707	1.779	3.677	7.086	0	4.901	3.62	5.277	5.133	0.094	5.385	0	4.351	7.641	8.928	9.126	3.358	4.457	0	6.82	9.019	18.362	3.392	14.564	3.647	6.405	1.775	3.226	23.568	1.639	3.154	6.159	0.726	5.581	1.277	4.203	7.626	1.985	2.905	1.702	2.671	0	0	6.811	8.489	7.418	3.751	0	7.981	0	2.881	3.913	0.905	1.016	0	2.005	2.928	13.144	0.829	4.527	12.886	4.755	10.837	0	3.52	2.854	4.586	1.093	15.878	2.651	1.225	0.181	0.561	0.757	1.445	2.139	4.537	0	20.022	2.37	11.491	6.282	5.887	15.482
SMAD1	5.234	7.152	20.067	11.997	10.556	8.026	13.67	0.872	12.203	9.43	5.781	2.656	4.91	6.112	14.604	22.48	13.839	10.408	12.082	7.756	19.43	7.448	7.599	6.013	5.475	10.543	14.966	5.505	16.211	12.809	13.312	12.218	8.581	11.613	12.308	10.181	5.478	9.859	8.975	5.825	10.295	14.966	11.943	6.319	5.602	14.294	15.352	18.688	9.256	21.547	9.209	15.442	13.762	21.833	12.333	8.08	33.27	25.372	13	4.185	7.691	5.258	11.53	12.019	6.927	11.159	11.119	13.887	8.452	2.794	27.017	2.578	12.696	16.426	7.638	6.409	12.652	9.298	8.906	11.519	6.93	9.176	14.694	10.721	11.741	18.111	9.27	10.441	7.771	10.351	8.623	2.33	14.256	10.02	12.856	12.065	16.621	17.394	5.901	9.13	9.473	12.361	2.102	4.121	19.036	7.778	18.67	9.23	4.583	6.277	7.632	9.383
CST5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CST2	0	0	0.635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
