Gene.symbol	GBM01	GBM02	GBM03	GBM04	GBM05	GBM06	GBM07	GBM08	GBM09	GBM10	GBM11	GBM12	GBM13
AC084125.2	0	0.757	0	0	0	0	0	0	0	0	0	0	0
AP000756.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087277.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003386.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003555.3	0	0	10.604	0	0	0	0	0	0	0	0	0	0
NANOGP8	11.63	0	0	0	0	0	0	0	0	0	0	0	0
AC100768.2	0	0	0	0	0	0	0	6.941	0	0	0	0	0
AC090559.1	54.355	0	0	14.574	0	0	0	0	0	0	0	0	0
SNHG9	22.605	0	0	18.399	0	14.899	0	0	0	140.334	0	49.216	72.654
AC087623.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AL049629.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC011853.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001978.1	0	8.889	0	0	15.18	3.281	0	0	0	0	0	0	0
AP001360.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000755.2	65.44	32.458	0	35.509	55.43	0	0	0	0	0	0	0	0
CARD17	15.887	6.017	0	69.121	323.699	0	0	0	0	0	0	0	0
OR5M11	0	0	0	0	0	0	0	0	0	0	9.537	0	0
AC109322.1	23.931	0	0	20.853	0	0	0	0	0	0	0	0	0
AC044839.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090124.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC069287.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003969.1	40.035	37.067	0	5.069	94.952	0	0	0	0	0	0	0	0
AP000446.1	0.625	15.635	0	4.276	0	0	0	0	0	0	0	0	0
AP002992.1	0	0	0	0	24.472	0	0	0	0	0	0	0	0
AC138230.1	29.477	50.242	0	9.161	152.533	0	0	0	0	0	0	0	0
AP001636.3	7.699	21.049	0	6.031	13.694	0	0	0.513	0	0	0	20.274	6.495
AP005436.2	0	0	0	0	0	0	0	18.812	0	0	0	0	0
AC099687.1	0	0	0	67.585	0	1.789	0	0	0	0	0	0	0
AC023078.5	0	0	0	0	0	0	0	0	0	0	0	0	0
FXYD6-FXYD2	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000793.1	19.236	0	0	0	0	0	0	0	0	0	0	0	0
AP003390.2	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR100HG	2.019	6.884	1.103	4.393	18.613	0.471	0.415	1.272	0	0.499	4.516	0.658	0
AP003059.2	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR23D1	0	0	0	0	0	0	0	0	0	0	0	0	0
AL078612.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AL136146.2	3.602	0	0	36.939	38.442	0	0	0	0	0	0	0	0
AP001979.2	0	0	0	0	0	0	0	0	0	0	0	0	0
KC877392.1	0	0	0	0	0	2.141	0	0	0	0	22.834	0	18.795
AC018716.2	14.388	14.273	0	21.08	19.5	0	0	0	0	0	0	0	0
AC024475.3	22.168	0	0	25.26	0	0	0	0	0	0	0	0	0
NAV2-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0
AL137224.1	0	9.529	0	0	179.001	0	0	0	0	0	0	0	0
AC113192.5	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM35	0	2.95	1.215	0	1.68	0	0	0.503	0	0	0	0	2.124
AL080251.1	0	0	0	0	0	0	0	0	0	0	0	0	0
RRM1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC023442.3	0	0	0	0	5.457	0	0	0	0	0	0	0	0
AP006621.3	55.447	10.501	0	17.231	5.977	22.395	0	0	0	0	0	0	0
AC068389.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AP002884.3	0	0	0	0	0	0	0	0	0	0	0	0	0
OR8G5	3.189	17.714	0	0	0	0	0	0	0	0	0	0	0
AP003557.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC079917.1	41.888	0	3.126	66.409	12.958	0	0	0	0	0	0	0	0
AP002893.1	0	0	0	0	0	0	0	0	0	0	0	0	0
EID1	12.389	445.192	0	79.408	134.976	33.343	849.928	2.063	12.796	445.842	110.059	100.653	177.69
AC004923.4	0	0	0	0	0	0	21.753	0	0	0	0	0	0
OR52B2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009652.2	3.448	14.367	0	3.929	0	0	0	3.675	0	0	0	0	0
AF131215.5	0	0	0	0	0	0	0	0	0	0	0	0	0
AP002370.2	4.212	0	0	0	17.983	0	0	0	0	0	0	0	0
AC100858.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC024475.4	28.699	7.798	0	17.062	39.952	0	0	0	20.62	0	0	0	0
AP002833.2	0	0	0	0	41.105	0	0	0	0	0	0	0	0
AP000759.1	0	0	0	35.75	0	0	0	0	0	0	0	0	0
AC068389.3	2.582	0	0	5.885	0	0	0	0	0	0	0	0	0
LINC01495	26.014	0	0	0	0	0	0	0	0	0	28.443	0	0
AC108136.1	11.279	70.492	0	38.559	120.383	0	0	1.503	0	222.108	184.992	240.161	0
AP001922.5	0	0	2.346	0	0	0	0	0	0	0	0	0	0
AP003062.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC136475.5	44.588	26.124	0	15.877	39.656	2.143	0	0	0	0	0	109.926	0
AL096711.2	0	0.647	0.133	0	0	0	0	0	0	0	0	0	0
AP003028.1	0	2.404	0	1.315	0	0	0	0.615	0	0	0	0	0
AP000907.2	0	46.046	0	0	353.858	0	0	0	273.952	0	0	0	0
AC124301.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001830.1	0	0	0	2.93	0	0	0	0	42.492	0	0	0	0
AL133352.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087276.3	0	8.348	0	13.7	71.285	0	0	0	0	0	0	0	0
AP001999.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AP002957.1	0	6.18	0	0.845	7.916	0	0	0	0	0	0	0	0
NOX5	1.991	0.889	0	1.945	2.024	0.146	0	0	0	0	0.778	0	0
AP001775.2	5.327	166.469	0	6.071	0	19.117	0	0	0	0	0	0	0
AC023946.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000640.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC055878.1	0	26.382	0	0	0	0	0	0	0	0	0	0	0
CCDC179	0	0	0	4.422	0	0	8.765	0	0	0	0	1.74	0
AP000785.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001189.5	0	6.446	0	9.403	47.705	0	0	0	17.046	61.635	0	190.496	88.187
SMILR	0	100.544	0	43.998	91.575	0	0	0	0	0	0	2.885	0
AC120036.4	0	0	0	0.814	0	0	0	0	0	0	0	0	0
AC127526.2	0	0	0	1.472	32.179	0	0	0	0	0	0	0	0
OPCML-IT2	147.533	0	0	0	0	0	0	0	0	0	0	0	0
AC107886.1	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R43	0	0	0	0	0	0	0	0	0	0	0	0	0
AL078612.2	0	0	0	28.414	0	0	0	0	0	0	0	0	0
PRR23D2	0	0	0	0	0	0.575	0	0	0	0	0	0	0
AP001646.3	0	58.177	0	0	0	0	0	0	0	0	0	0	0
AP001267.2	4.265	26.654	0.732	4.86	12.138	11.369	3.853	0	0	0	0	0	0
AC021006.2	0	0	0	9.881	18.509	0	0	0	0	0	0	0	0
Z97989.1	0	0	0	0	0	0.377	0	29.763	0	0	0	68.525	0
AC091564.4	0	0	0	0	0	0	0	0	0	0	0	0	0
OOSP4B	5.23	10.896	0	0	7.443	0	0	0	17.286	0	0	0	0
C8orf49	0	18.835	0	0	0	0.463	0	0	0	0	0	0	0
AP001972.4	9.532	52.953	0	57.93	11.304	0	0	0	0	0	0	0	0
HCAR3	22.481	5.204	0	0	50.357	0.854	0	0	13.76	0	0	0	0
TBX5-AS1	0	1.772	0	0	0	0	0	0	0	0	0	0	0
AC124276.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC027451.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001266.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000911.3	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHA3	3.101	0	0.205	0	0.849	0	0	0	0	0	0	0	0
RSF1-IT1	2.815	123.166	0	28.873	160.256	1.443	0	0	0	0	0	0	0
AC091564.5	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02548	0	0	0	2.781	0	1.251	0	0	0	0	0	0	0
AC090092.1	0	87.686	0	8.721	74.872	0	0	0	0	0	0	0	0
CASC23	0	0	0	0	0	0	0	0	0	0	0	0	0
AP002340.1	0	39.018	0	0	0	0	0	0	0	0	0	0	0
AP002954.1	0	0	0	0	0	0	0	0	0	0	0	0	0
EBLN2	0	15.454	0	22.944	7.54	0	0	0	0	0	0	0	0
AC044839.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087783.1	9.465	0	0	10.785	224.472	0	0	0	0	0	0	0	0
AP002008.3	0.688	0	0	7.837	2.447	0	0	0	0	0	0	0	0
AP003400.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001803.2	0	0	0	0	0	0	8.312	0.327	0	0	3.353	0	0
AP001922.6	0	0	0	0	11.594	0	0	0	0	0	0	0	0
AP001267.3	0	0	0	1.924	0	0	0	0	0	0	0	0	0
AL354813.1	0.73	3.042	0	0	0	0.374	0	0.389	0	0	0	0	0
AP001085.1	19.492	0	0	0	0	0	0	0	0	0	0	0	0
AC008750.2	0	0	0	0	0	0	0	0	0	0	0	0	0
CD44-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003064.2	0	7.268	0	0	0	0	0	0	0	0	0	0	0
AC044839.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AP002812.5	7.497	10.412	0	14.238	71.125	1.281	0	0	0	0	0	0	0
AC010768.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003486.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC084125.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC108471.2	22.425	30.607	1.991	7.049	41.265	0	6.986	0.824	25.558	0	0	0	0
AC104031.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP002433.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001107.9	5.578	18.882	0	3.178	7.441	0	0	0.743	0	0	0	0.625	0
AC090099.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001528.2	0	3.043	0	1.665	15.591	0	0	0	0	0	0	0	0
AL161668.2	0	0	0	0	0	0	0	0	0	0	0	0	0
GAU1	0	50.452	2.445	1.623	30.409	0	0	0.759	0	0	0	0	0
AP001007.2	3.001	0	0	0	0	0	0	0	0	0	0	0	0
AC011092.2	6.073	50.604	0	38.06	183.638	6.226	13.716	1.618	752.666	8.247	49.799	2.722	27.326
AC021713.1	17.444	0	0	3.976	0	0	0	0	0	0	0	0	0
AP000944.1	6.31	164.304	0	10.785	33.671	0	0	0	0	0	0	11.313	0
AP001189.6	0	0	0	2.44	0	0	0	0	0	0	0	0	48.174
AL353699.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001830.2	39.621	0	0	0	0	0	0	0	0	0	0	0	0
AP003063.2	0	0	0.739	0	0	0	0	0	0	0	0	0	0
AC087362.2	0	0	0	0	0	0	0	0	0	0	113.994	0	0
AC100858.3	0	11.015	0	0	0	0	0	0	0	0	0	0	0
LINC00681	0	0	0	0	0	0	0	0	0	0	0	0	0
AC145124.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103796.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC068385.1	0	0	0	0	0	0	0	0	0	0	0	0	0
CARD18	2.394	51.528	0	0	0	0	0	0	0	0	8.724	0	0
AP003730.2	11.323	0	0	0	0	0	0	0	0	0	0	0	0
AP001767.3	0	136.026	0	0	0	0	0	0	0	0	0	0	0
AP003718.1	12.208	0	10.477	0	0	0	0	0	0	16.579	0	0	0
UVRAG-DT	1.166	92.303	0	1.329	45.63	7.771	0	0	0	0	0	0	0
AP002990.1	0.342	0	0	0	0	0.176	0	0	0	0	0	0	0
AP005135.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005436.3	0	0	2.67	0	0	0	0	0	0	0	0	0	0
AP002748.3	0	0	0	0.986	0	0	0	0	0	0	0	19.387	0
AC090589.2	0	0	0	6.107	0	0	0	0	0	0	0	0	0
AL356215.1	0	0	0	0	0	0	0	0	0	0	8.013	0	0
AP001652.1	0	0	0	0	9.845	0	0	0	0	0	0	0	0
NPIPB8	0	0	0	0	0	0	0	0	0	0	0	0	0
AL137804.1	0	0	0	0	0	0	0	0	0	0	0	0	0
NEDD8-MDP1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003123.1	0	0	0	18.266	0	0	0	0	0	0	0	0	0
POLR2M	6.496	0.564	0.232	25.599	4.815	0	0	0	0	0	0	0	1.218
AP002336.3	38.787	0	0	0	0	0	21.901	0	0	0	0	0	0
AC090625.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AP004608.1	0.431	1.347	0.37	0.491	0.767	0	0	0.459	0	0	0	0	0
AP003043.1	6.506	0	8.375	0	0	0	0	0	0	0	0	0	0
LY6G6E	0	0	0	22.039	0	0	0	0	0	0	0	0	0
AP003733.3	11.29	4.704	0	30.876	0	0	0	0	37.315	0	0	0	0
AP000857.2	12.74	0	0	0	0	0	0	0	0	0	0	0	0
AP001266.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013762.1	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF252P-AS1	0	4.582	0	2.506	13.693	0	0	0	0	0	0	0	0
FDXACB1	3.006	2.088	0	1.713	3.565	0	0	0	0	0	0	0	0
AC073651.1	0	0	0	0	95.292	0	0	0	0	0	0	0	0
BRWD1-AS2	36.348	0	0	7.889	0	0	0	0	0	0	0	0	0
MIR9-3HG	2.939	6.633	0.631	0.837	0.871	0	0	0.392	0	0	0	0	0
AC018653.1	0	0	2605.915	3.115	0	0	11074.835	1373.395	0	1358.517	1598.835	791.46	627.236
AP000462.1	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10G2	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB44	1.249	0	0	0	1.481	0	0	0.666	0	0	0	0	0
AC007368.1	11.037	14.632	0.287	8.766	17.848	0.171	0	0.178	11.054	0	0	0	0
AP000997.1	0	0	0	42.329	0	0	0	0	0	0	0	0	0
AP000820.1	35.165	0	0	0	0	0	0	0	0	0	0	0	0
AP000439.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006063.1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02440	0	0	0	0	9.309	0	0	0	0	0	0	0	0
AC023790.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC140847.1	36.653	62.473	0	7.594	0	0	0	0	0	0	0	0	0
AC025576.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005833.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC068775.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010185.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093510.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087242.1	49.772	0	0	21.268	0	0	0	0	0	0	0	0	0
AC008114.1	0	0	0	4.748	0	0	0	0	0	0	0	0	0
FAM222A-AS1	8.33	24.295	0	15.188	35.562	0	0	0	0	0	0	0	0
AC140847.2	17.758	7.399	0	8.094	0	1.821	0	0	0	0	0	0	0
AC007570.1	0	0	0	0	0	0	0	0	0	0	0	0	0
RERG-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP002373.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000943.2	0	3.735	0	0	17.011	0	0	0	0	0	0	0	0
AC007619.1	73.419	62.978	0	78.74	384.109	0	0	0	0	0	0	0	0
AC007406.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP002892.1	0	0	0	0	0	0	0	0	0	0	0	0	0
JRKL-AS1	41.768	156.621	0	4.76	0	0	0	0	0	0	0	0	0
AC091564.6	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073864.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003174.1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIL	6.851	0	0.619	0	1.283	0	0	0.192	0	0	0	35.233	0
AC002563.1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02389	6.51	1.292	0	10.597	29.776	0	0	0.165	0	0	5.084	0	0
OR4D2	0	14.236	0	0	0	0	0	0	0	0	0	0	0
LINC02460	3.32	0	0	3.783	0	0	0	0	0	0	0	0	0
SNHG1	0	0	0.813	0	0	0	0	0.252	0	0	0	0	0
AC108516.2	0	0	0	34.858	18.138	0	0	0	0	0	0	0	0
LINC01489	0	0	0	0	0	0	0	0	0	0	0	0	0
AC011462.1	0	0	0	0	0	0	0	0	0	0	0	0	0
IFNG-AS1	0	0	0	0	71.493	0	0	211.933	0	0	0	0	0
AGAP2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000808.2	0	45.601	0	0	0	0	0	0	0	0	0	0	0
AC023796.1	37.18	0	0	0	0	1.361	0	0	0	0	0	0	0
AC007406.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC022509.1	0	0	0	0	39.283	0	0	0	0	0	0	0	0
LINC02422	0	108.765	0	0	0	0	0	0	0	0	0	0	0
AC108488.2	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01479	0	0	4.271	0	0	0	0	2.652	0	0	13.605	0	0
AP000439.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005845.1	5.45	0	0	0	19.388	0	0	0	0	0	0	163.67	0
AC078950.1	0	9.085	1.248	0	0	0	0	0	0	0	0	0	0
RMST	3.325	18.473	0	4.105	33.519	0	0	0	0	0	0	0	0
AC092746.1	34.827	13.191	2.717	119.056	0	0	0	0	156.962	0	0	0	0
OR6J1	0	0	0	0	0	0	0	0.228	0	0	0	0	0
AP003065.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AL121988.1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02439	0	0	0	27.034	0	0	0	0	0	0	0	0	0
AC025576.2	0	0	0	0	0	0	0	0	0	0	0	0	0
KLRC4-KLRK1	0	2.86	0	1.564	0	0	0	23.41	0	0	0	0	0
MTRNR2L8	830.264	4008.25	472.267	1593.41	8793.18	573.338	3435.869	837.521	177079.304	32238.168	32004.418	5105.038	39436.406
AC006205.1	45.741	0	0	0	0	0	0	0	0	0	0	0	0
AC092490.2	47.4	0	0	20.774	0	0	0	0	0	0	0	0	0
TIFAB	0	0	0	0	0	0	0	0	0	0	0	0	0
AL117348.2	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R20	0	0	0	2.936	0	0	0	0	0	0	0	0	0
AC117503.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000593.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000777.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003717.1	0	0	0	0	0	0	0	0	0	0	0	0	0
RXYLT1-AS1	3.879	8.08	0	7.735	3.45	7.456	0	0	0	0	0	0	0
KDM4F	0	0	0	0	0	0	0	0	0	0	0	0	0
AC069503.1	0	0	0	3.548	27.691	0	0	0	0	0	0	0	0
PXN-AS1	0.748	1.557	0	0.852	0	0	0	0	0	2.031	0	0	0
AC055720.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090023.1	8.033	0	0	0	0	0	0	0	0	0	0	0	0
DENND5B-AS1	10.883	19.837	0	0	0	0	0	1.45	0	0	0	0	0
AC007529.1	0	0	0	0	0	0.838	0	0	0	0	0	0	0
AL138752.2	0	5.722	0	3.913	0	0	0	0	0	0	0	0	0
LINC00346	0	0.592	0	0.324	21.218	0.146	1.283	0.151	0	0.771	1.553	21.388	0
AC091814.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC020611.2	0	27.621	0	9.065	9.434	0	0	0	0	0	0	0	0
AP000786.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC024901.1	0	0	0	16.943	35.265	0	0	0	0	0	0	0	0
AC148477.1	3.738	0	0	0	0	0	0	1.992	0	0	0	0	0
CCND2-AS1	4.517	0	0.861	0	32.142	0	0	0	0	0	0	1.35	0
AC026310.2	9.777	5.092	0	2.785	43.476	0	0	0	0	0	0	0	0
AP002993.1	101.676	388.322	0	0	150.717	0	0	0	0	0	0	0	0
AP000943.3	0	0	0	6.902	0	0.776	0	0	0	0	0	0	0
AP003108.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC117500.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006065.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC025252.1	0	0	0	0	159.391	0	0	0	0	0	0	0	0
AC069234.1	0	0	0	0	0	0	0	1.626	0	0	0	0	0
AP002754.2	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS6KB2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC115676.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000777.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006064.3	0	0	6.402	0	0	0	0	1.988	0	0	0	0	0
AC024145.1	13.775	19.131	0	2.616	57.175	11.77	0	0	0	0	0	0	0
LINC02421	0.568	0	0	0.647	0	0	0	0	0	0	0	0	0
CYP2A6	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000439.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007848.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC131009.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC069235.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC079949.1	49.105	0	7.436	13.166	0	0	26.096	3.078	0	0	0	0	12.998
AC084117.1	26.36	0	0	15.019	23.445	0	0	0	0	0	0	0	0
ARAP1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC125616.1	1.59	0	4.094	0	0	0	0	0	0	0	0	1.426	0
AC007688.2	0	130.589	0	0	120.084	0	0	0	0	0	0	4.323	0
AC027277.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006205.2	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02411	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1C-AS4	0	0	0	0	0	0	0	0	0	0	0	4.341	0
AC026362.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087885.1	56.21	16.151	0	35.339	62.06	0	0	0	0	0	0	0	0
AP002770.1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02446	0	0	0	0	0	0	0	288.369	0	0	0	0	0
PAPPA-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
CTSO	32.527	0	0	0	87.859	0	0	0	0	1.636	0	0	0
MTRNR2L10	129.089	479.691	78.843	182.877	810.917	38.752	535.839	163.598	20275.408	1459.303	6300.617	819.48	4652.136
AL583722.1	0	0	0	66.706	0	0	0	0	0	0	0	0	0
APOPT1	40.275	28.281	0.388	13.407	32.198	32.246	0	0	0	0	0	0	0
TRAPPC2B	20.275	0	0	11.001	20.608	0	0	0	15.955	0	0	0	56.475
DNAAF4	2.426	29.057	0	4.146	90.615	0	0	0	0	0	3.315	0.544	2.729
AC063926.1	0	8.932	0	0	0	0	0	0	0	0	0	0	0
AC084291.1	0	40.584	0	0	0	0	0	0	0	0	0	0	0
AC078889.1	0	0	0	0	0	0	0	0	0	0	0	0	0
URB1-AS1	0	0	0	7.32	0	0	0	0	0	0	0	0	9.635
LINC02442	18.599	0	0	3.532	0	0	0	0	0	0	0	0	0
AC090673.2	0	0	0	0	139.43	0	0	0	0	0	0	0	0
AC092112.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC130404.1	4.816	0	0	0	0	0	0	0	0	0	0	0	0
ZNF432	1.189	0	0	7.114	20.096	7.011	5.372	0	0	0	0	24.521	0
AC137767.1	0.792	0	0	18.958	0	0	0	0.422	0	0	0	25.568	0
AC092745.1	2.091	30.49	0	0	0	0	0	0	0	0	0	0	0
LINC02443	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001453.1	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX5-AS1	0	52.207	0	0	0	0	0	0	0	0	0	0	0
LINC01152	10.626	14.757	0	0.504	20.476	0.227	0	0.236	0	2.405	0	0	0
LINC00944	0	0	0	0	27.329	0	0	0	0	0	0	0	0
AC117373.1	0	0	0	5.172	64.593	0	0	0	0	0	0	0	0
AC007637.1	0	0	0	0	0	0	0	0	0	5.311	0	0	0
AC006206.1	1.051	17.51	0	1.197	13.083	0	0	0	0	0	25.848	0	0
AC087863.1	0	32.515	0	0	0	0	0	0	0	0	0	0	0
AC092471.1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRD1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC027290.1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02598	0	0	0	3.608	146.426	0	0	0	0	0	0	0	0
SMLR1	0	0	0	0	0	0	0	1.51	0	0	0	0	0
LINC02571	0	6.915	0	0	0	0	0	0	0	0	0	0	0
LINC02420	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R30	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00507	22.17	0	0	0	61.344	0	0	0	0	0	0	0	0
AP002518.1	1.391	26.083	0	3.699	3.3	0	0	0	7.663	0	0	0	0
AP003721.1	0	4.29	0	0	0	24.282	0	0	0	0	0	0	0
TSPAN9-IT1	0	0	0	0	0	0	0	0	0	0	0	2.838	0
AC078962.2	0	0	0	0	17.781	0	0	0	0	0	0	0	0
AC018523.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073578.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007848.2	0	2.146	0	0	0	0	0	0	0	0	0	0	0
AP003037.1	0	0	0	0	0	0	0	0	0	0	0	0	0
MTRNR2L3	18.499	110.792	190.498	38.206	230.336	7.112	1817.467	404.138	4298.852	3118.212	13652.62	2594.356	18052.314
ZNF10	0	0	0	0	1.142	0.165	0	0	0	0	0	0	0
AC092747.1	0	0	0	56.046	10.293	0	0	3.083	0	0	0	0	0
ZNF486	22.967	3.48	1.792	14.751	7.428	0	0	0	0	0	4.566	0	0
LINC02387	49.198	0	0	4.672	0	0	0	0	0	0	0	0	0
AC022509.2	45.82	0	0	0	27.168	0	0	0	0	0	0	0	0
SMIM3	33.422	317.847	0	137.433	100.806	0	0	0	228.125	136.162	0	274.872	0
AC007450.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC026333.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073912.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC019209.1	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1C-IT2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC117500.3	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02425	0	0	0	0	50.506	0	0	0	0	0	0	0	0
USP30-AS1	13.562	62.155	0	0	0	0	0	0	0	0	0	0	0
LINC02454	0	0	0	18.123	28.291	0	0	0	0	0	0	0	0
HMBS	6.862	3.009	0.31	0.823	33.404	0	0	68.314	0	0	1.974	0	0
CACNA1C-AS2	0	0	0	0	0	0	0	0	0	0	686.834	0	0
AC022511.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC048382.1	0	0	0	0	0	0	0	0	0	9.495	0	0	0
AP003174.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC078878.2	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02398	0	0	0	4.704	0	0	0	6.599	0	0	0	0	0
AC022075.2	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02376	0	0	0	0	0	0	0	0	0	0	0	0	0
