Gene.symbol	GBM01	GBM02	GBM03	GBM04	GBM05	GBM06	GBM07	GBM08	GBM09	GBM10	GBM11	GBM12	GBM13
MIR124-2HG	0	6.38	0	0	0	0	0	0.544	0	0	0	0	0
AC093331.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC048387.1	0	0	0	0	0	0	0	0	0	0	0	0	0
RHPN1-AS1	2.783	0	0	0	3.3	0	0	0	0	0	0	0	0
AC011363.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC105031.3	28.885	54.156	0	0	71.933	0	0	0	0	0	0	0	0
AL355432.1	0	0	0	0	0	3.235	0	0	0	0	0	0	0
AC132192.1	32.785	80.716	0	33.962	190.858	0	0	0	0	0	0	0	0
AC091564.2	0	0	0	0	0	0	0	0	0	12.112	0	0	0
AC111188.1	0	0	0	0	3.151	0	0	0	29.272	0	0	0	0
LRRC24	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003306.1	0	0	0	34.463	0	0	0	0	0	0	0	0	0
AC087521.3	2.969	0	0	0.846	2.641	0	0	0	0	0	0	0	0
CHKB-CPT1B	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC14	53.841	19.584	0	2.922	76.01	0	0	0	0	0	9.344	0.766	134.595
AP000924.1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02584	0	22.152	1.521	0	0	0	0	0.944	0	0	0	0	0
SPON1-AS1	0	0	0	42.241	52.751	15.203	0	0	0	0	0	0	0
AL139349.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003086.2	61.075	0	0	0	0	0	0	0	0	0	0	0	0
AP000942.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103736.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003392.1	57.837	0	0	27.137	60.517	0	0	0	0	0	0	0	0
AP001972.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC084083.1	64.076	0	0	0	0	0	0	0	0	0	0	0	0
AC113143.1	0	12.315	0	26.944	84.121	0	0	0	0	0	0	0	0
AP001001.1	0	32.697	0	0	0	0	0	0	0	0	0	0	0
AP006295.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC022240.1	0	0	0	0	0	0	0	0	0	0	0	0	0
PBOV1	0.71	11.833	0.609	4.854	2.526	0.364	0	0.378	0	0	0	0	0
AC068733.1	8.648	18.016	0	18.066	10.255	4.064	0	0	0	0	0	0	0
AC022762.1	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPB2-C11orf52	0	0	0	0	0	0	0	0	0	0	0	0	0
OR7E11P	0	0	0	0	0	0	0	0	0	0	0	0	0
ALG9-IT1	2.601	0	0	0	92.546	0	0	0	0	0	0	0	0
AC091534.1	0	0	0	0	0	0	0	0	0	0	4.129	0	0
AP001107.2	0	0	0	0	0	0	0	0	0	0	0	0	0
NAV2-AS2	0	0	0	0	0	1.166	0	0	0	0	0	0	0
AC090592.1	23.507	7.534	0	14.424	90.063	0	0	0.964	0	0	0	0	0
AP001107.3	0	6.814	0	0	0	0	0	0	0	0	0	0	0
AP002812.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AP002815.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001107.4	0	0	0	0	0	0	0	0	0	0	0	0	0
TMX2-CTNND1	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4D10	0	0	0	0	7.651	0	0	0	0	0	0	0	0
AP002765.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC069287.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP002495.1	0	2.031	0	4.443	3.468	0.5	2.201	0	0	0	0	0	0
AP5B1	26.999	31.589	0	26.551	7.895	111.863	0	0.197	12.224	0	2.022	0	0
AL354920.1	3.138	19.612	0	0	5.582	5.631	0	0.836	25.93	0	0	1.407	0
AP000640.1	0	1.889	0	0	3.226	0	0	0	0	0	0	0	0
AC015689.1	65.473	0	0	0	0	0	0	0	0	0	0	0	0
AP002336.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC026191.1	21.581	0	0	6.148	69.098	0	0	0	0	0	0	0	0
LINC02547	0.538	0	0	1.839	15.309	0	0	0	0	0	0	0	0
AC007876.1	0	0	0	0	0	0	0	0	0	0	0	0	0
MPPED2-AS1	0	12.233	1.68	0	6.964	1.003	0	1.043	0	0	0	0	0
AP000487.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103681.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002056.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003068.1	0	0	0	0	0	0	0	0	0	0	0	0	0
CHMP4A	12.536	0	0.633	1.681	2.623	0	0	0	0	0	0	0	0
FBXO3-DT	0	0	15.823	0	0	0	0	0	0	0	0	0	0
AP001107.5	0	0	1.148	0	0	0	0	0	0	0	0	0	0
AP002802.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103855.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103798.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109635.2	34.407	35.838	0	25.204	0	10.079	0	0	0	0	0	0	0
AC044839.1	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC12	0.808	11.789	0	12.897	37.388	0	0	0.431	0	0	4.42	0	0
AC090791.1	3.617	15.068	0	8.242	64.33	0	0	0	119.529	0	0	0	0
AP000757.1	3.646	0	0	1.385	0	0	0	0	0	0	0	0	0
AC090124.1	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ20021	0	0	0	25.665	0	86.598	0	0	0	0	0	0	0
AC124657.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AF186192.1	3.111	0	0	0	0	0	0	0	0	0	0	0	0
PABPC4L	0	2.249	0	0	0	0	0	0	0	0	0	0	0
AL360181.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC027018.1	2.517	0	4.32	51.621	170.116	0	0	0	0	6.836	0	0	0
AC239804.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC040936.1	0	0	0	0	0	0	0	0	0	0	0	0	0
NAV2-AS3	0	68.184	0	0	116.44	0	0	0	0	0	0	0	0
AL354919.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC105219.1	0	0	0	0	0	0	0	0	0	0	0	0	0
OMP	0	0	0	0	0	1.854	0	0	0	0	0	0	0
AP000873.3	0	0	0	0	0	0	0	0	0	0	0	0	0
XIRP2-AS1	0	0	0	0	65.259	0	0	0	0	0	0	0	0
AL033529.1	1.032	18.281	0	3.529	1.836	0	0	0	0	0	0	0	0
AC080023.1	0	0	0	2.525	0	0	0	2.361	73.236	0	12.114	0	0
AF131215.2	0	2.168	0	0	37.018	0	0	0.554	0	0	0	0	0
AC091047.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC069287.2	0	0	0	0	0	0	0	0	0	0	0	0	0
BBOX1-AS1	25.768	22.602	0	13.909	57.897	0.695	0	1.445	0	0	0	0	0
AP003393.1	9.143	9.109	0	1.359	35.356	0	0	0.212	0	0	0	0	0
LINC01493	0.736	15.342	0	0	26.201	0	0	0	0	0	0	0	0
AP002768.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087277.1	0	0	0	0	35.496	0	0	0	0	0	0	0	0
AP003501.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AL358937.1	0	0	0	0	56.519	0	0	0	0	0	0	0	0
AP004550.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC105219.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC022039.1	0	0	0	0	12.972	0	0	0	0	0	0	0	0
AC087276.1	48.616	324.084	0	33.239	0	0	0	0	0	0	0	0	0
AC084125.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001001.2	0	0	0	0	92.862	0	0	0	0	0	0	0	0
AL035078.1	30.959	37.339	20.975	27.851	110.139	7.518	0	14.76	53.854	4.426	53.448	11.686	43.992
MAGEL2	0	0.858	0	2.817	0	0	0	0.22	0	0	0	0	0
AC124301.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003066.1	0	0	0	1.231	7.687	0	0	0	0	0	0	0	0
ETS1-AS1	2.566	0	0	0	0	0	0	0	0	0	0	0	0
AC123788.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC015771.1	0	0	0	0	31.441	0	0	0	0	0	0	0	0
CSNK2A3	1.257	2.618	0	1.432	0	0	0	0	0	0	0	0	0
AP003715.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000662.1	16.562	0	0	0	3.928	0.283	0	0	0	0	3.018	0	0
AP002336.2	39.614	0	0	0	0	0	0	0	0	0	0	0	0
AP003555.2	0	0	0	20.903	0	0	0	0	0	0	0	0	0
AC013714.1	0	0	0	0	0	0	0	0	157.452	0	0	0	0
AP001783.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003068.2	170.88	877.523	0	101.887	84.826	0	0	0.529	328.355	72.856	0	50.768	0
AC027031.2	0	26.122	0	0	0	0	0	0	62.165	0	0	0	0
AC113192.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AL050327.1	0	0	0	0	0	0	0	0	0	0	0	0	0
NAV2-AS4	0	0	0	3.434	0	0	0	0	0	0	0	0	0
AF233439.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003100.1	14.97	0	0	14.622	0	0	0	0	0	0	0	0	0
AL035078.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001922.2	22.812	0	0	0	0	0	0	0	0	0	0	0	0
AP001372.1	15.677	0	0	0	0	0	0	0	0	0	0	0	0
AP003119.1	0	0	0	0	0	0	0	0	0	0	0	0	0
WAC-AS1	33.253	2.519	1.038	49.604	70.98	41.842	0	0.322	0	0	9.916	0.542	0
ARMS2	0	13.594	0	0	0	0	0	0	0	0	0	0	0
AP002884.2	0	24.961	0	0	0	0	0	0	0	0	0	0	0
AC116021.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087379.1	0	3.733	0	0	114.745	0	0	0	0	0	9.796	0	0
INS	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000911.2	6.299	0	0	0	44.815	0.807	7.113	0	0	0	0	0	0
AP003086.3	0	40.621	0	0	17.343	17.493	0	0	0	13.24	0	4.37	0
AC018716.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC024475.1	11.764	238.945	0	0	31.389	0	0	0	0	0	0	0	0
AC068858.1	0	0	0	0	0	0	0	0	0	0	0	0	0
RTL1	0	0.687	0.283	0	1.173	0	0	0	0	0	0	0	0
AP002444.1	2.87	0	0	3.27	51.049	0	0	0	0	0	62.758	0	0
AC009869.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000781.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103681.2	0	52.299	0	0	0	0	0	0	0	0	0	0	0
AC091053.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AL135934.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC084859.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC110275.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003032.1	12.847	107.053	5.512	73.197	91.41	3.293	0	0	0	0	0	0	0
AP000873.4	1.966	28.671	0	2.24	69.946	0	0	0	129.963	0	0	0	0
AC079329.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP002387.1	0	0	0	0	0	0	0	0	0	0	0	0	0
FPGT	0	24.83	0	42.2	10.601	0	0	0	0	0	137.302	0	0
AL138812.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009646.2	0	4.402	0	7.224	127.805	2.167	0	0	0	0	0	0	0
AC013549.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AP002812.3	29.064	13.454	0	69.916	45.954	0	0	0	0	0	0	0	0
AL136295.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010768.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001893.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087379.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000893.2	24.656	8.561	0	18.73	58.477	0	0	0	0	0	0	0	0
AP003097.2	0	0	0	0	0	0	0	0	0	0	0	0	0
SENCR	16.45	191.332	221.162	48.424	0	0	0	0	67.96	0	0	115.521	160.376
AP000722.1	0	0	0	5.232	0	0	0	0	0	0	0	0	0
AL512785.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104237.1	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLL5	3.999	0	12.582	1.519	4.742	0	0	272.008	0	0	0	34.652	5.997
AP001970.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AL157756.1	0	0	0	0	28.098	0	0	0	0	0	0	0	0
AP000879.1	0	0	0	0	0	0	0	0	0	0	0	0	0
MEX3A	0.872	7.869	0.249	2.649	0	0.447	1.312	0.929	0	0	0	0.521	1.307
AP003059.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001931.1	0	0	0	0	65.484	0	0	0	0	0	0	0	0
AP001831.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC107973.1	30.891	0	0	0	98.908	0	0	0	0	0	0	0	0
OR10G4	0	1.023	0	0	0	0	0	0	0	0	2.685	0	0
AC137894.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003396.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC084855.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103855.2	0	13.226	0	7.235	84.703	0	0	0	0	0	0	0	0
AC022690.2	36.251	0	0	0	0	0	0	0	0	0	0	0	0
AC013799.1	0	0	0	23.305	0	0	0	0	0	0	0	0	0
AP001107.6	0	7.184	0	0	0	0	0	0	0	0	0	0	0
AC127526.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC008750.1	10.85	15.068	0	0	0	0	0	1.927	0	0	0	0	0
AP001107.7	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104009.1	0	0	0	1.595	0	0	0	0	0	0	0	0	0
AC021393.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC022182.1	3.916	0	0	26.776	65.02	9.369	0	18.782	0	0	0	0	0
AP001825.1	0	0	0	0	18.035	0	0	0	0	0	0	0	0
CKLF-CMTM1	0	0	0	0	0	0	0	0	0	0	0	3.387	0
AC073172.1	167.27	0	0	107.215	0	0	0	0	0	0	0	168.702	0
AP000842.1	2.549	21.242	0	0	36.276	0	0	0	0	0	0	0	0
FAR1-IT1	0	0	0	0	0	0	43.683	0	0	0	0	4.335	0
AC022182.2	8.286	8.63	0	4.721	7.369	0	0	0	0	208.163	0	124.42	55.924
AP006437.1	0	0	0	0	0	0	0	0	0	0	0	0	0
SYS1-DBNDD2	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001189.3	24.599	0	0	31.145	0	0	0	0	135.503	341.485	14.942	0	0
AC067930.3	0	5.288	0	0	81.271	0	0	0	0	0	0	0	0
AC123777.1	0	0	0	27.378	0	0	6.384	0	0	0	0	0	0
AP003031.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP006284.1	0	0	0	0	2.618	0	0	0	0	0	0	0	0
AC021698.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC107882.1	0	0	0	0	0	0	33.701	0	0	0	0	0	0
AL136309.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC023442.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001782.1	7.461	0	0	17.003	13.271	0	0	0	0	0	0	0	0
AP001922.3	0	0	0	0	7.518	0	0	0	0	0	0	0	0
SLC22A18AS	0	0	0.857	3.413	0	0	0	0	0	0	0	0	0
AP003032.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AP002428.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001893.3	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5M10	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF185-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
AL035078.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AF131215.3	38.984	0	0	76.152	0	0	0	0	0	0	0	0	0
LINC02551	10.258	42.738	0	28.772	2.807	0	0	0.42	0	0	0	0	0
AP000757.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AL355075.1	0	7.92	0	0	311.096	0	0	0	0	0	0	0	0
AC009806.1	0	0	0	0	0	0	0	0	0	0	0	0	0
NPIPA2	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003390.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001107.8	0	0	0	0	0	0	0	0	0	0	0	0	0
MPV17L2	0.833	0	0	8.547	2.965	0	0	0	0	0	0	0.747	0
AC067930.4	0	0	0	0	0	0	839.266	0	0	0	0	25.625	0
TMEM9B-AS1	10.719	38.279	0	36.643	0	0	0	0	0	0	0	0	0
AC100768.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100771.2	1.129	0	0	5.146	4.017	0	0	0	0	0	0	0	0
AP001360.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC107884.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100763.1	0	28.404	0	15.537	0	1.747	0	0	0	0	0	0	0
AC139749.1	0	0	0.443	0	27.578	0	0	0	0	0	0	0	0
AP001267.1	0	0	0	0	0	0	0	0	0	2.018	0	0	0
AP003171.1	6.689	0	0	0	0	0	0	0	0	0	0	0	0
SUGT1P4-STRA6LP	0	0	0	0.548	0	0	0	1.537	0	1.306	0	0	0
AC103794.1	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRJ-AS1	23.646	0	0	13.472	84.121	0	0	0	0	0	0	254.38	0
PKNOX2-AS1	0	0	5.211	0	0	0	0	0	0	0	0	0	0
AP001547.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010247.1	25.787	4.132	3.405	0	0	0	0	0	0	0	0	30.232	0
NAV2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
OPCML-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087362.1	32.799	0	0	84.092	0	0	0	0	0	0	0	0	0
AC091053.2	0	0	0	0	0	0	0	0	0	0	18.115	0	0
BORCS8	36.435	3.45	0	23.023	25.924	0	0	0	0	0	5.432	0	0
ANO1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001318.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090707.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087276.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC136475.2	127.095	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA9	0	0	0	0	0	0	0	0	0	0	0	0	0
AC239802.1	0	9.13	0	0	0	0	0	0	0	0	0	0	0
AC090692.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC116456.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC027779.1	0	0	0	0	0	0	0	0	0	0	0	0	15.516
AP001372.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AL591684.2	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02545	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001007.1	0	0	14.204	0	0	0	49.846	1.47	0	0	30.163	2.473	0
AP000785.1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00678	30.546	0	0	0	0	0	0	0	0	0	0	0	0
AF131215.4	0	4.258	0.877	0	29.087	0	0	0	0	0	0	0	0
AP002833.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AL355310.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003501.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073172.2	21.813	0	0	3.551	0	0	0	0	0	0	0	0	0
AC044810.2	0.631	14.449	0	11.496	130.102	0	0	0.336	0	0	0	0	0
AP001257.1	0	0	0	0	0	0	0	0	0	0	0	0	0
INMT-MINDY4	0	0	0	0	0	0	0	0	0	0	0	0	0
KIRREL3-AS2	0	60.028	0	12.313	25.628	0	0	0	0	0	19.691	0	0
AP001972.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001458.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103974.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003063.1	0	0	0	0	0	0	0	0	0	0	6.145	0	0
AP003122.2	0	15.254	0	8.344	13.025	0	0	0	0	0	0	0	0
AP003498.1	0	0	0	0	109.454	0	0	0	0	0	0	0	0
AC105219.3	25.574	16.392	0	8.967	59.487	2.521	0	1.048	32.509	0	0	0	0
AP001189.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000781.2	7.936	23.146	0	4.522	25.411	0	0	0	0	0	0	0	0
AP002008.1	0	6.419	0	0	0	0	0	0	0	0	0	0	0
AC025300.1	0	0	0	0	0	0	0	0	0	0	0	0	0
RSF1-IT2	3.144	0	0	3.582	89.472	0	0	0	0	8.538	0	0	0
DPP3	5.369	0	0	1.529	3.183	1.147	2.021	0	0	1.215	0	57.758	0
AP002989.1	0	26.382	0	0	0	0	0	0	0	0	0	0	0
AP002498.1	18.796	0	0	53.545	0	0	0	0	0	0	17.126	2.808	0
AP001999.2	0	0	0	5.212	0	0	0	0	0	0	0	0	0
AP001781.1	32.169	62.826	0	36.656	336.176	36.074	0	0	0	0	0	0	0
AC124276.1	1.979	32.985	0	0	28.165	0	0	0	32.708	0	0	0	0
STX16-NPEPL1	0	4.803	1.187	1.051	8.202	0	0	0.246	7.62	1.252	7.562	0.827	6.224
ANKHD1-EIF4EBP3	5.314	2.605	0	0.356	0	0	0.706	0	0	0	0.854	0	0
KRTAP5-9	0	0	0	0	0	0	0	0	0	0	0	0	0
BRK1	619.087	1430.975	2.477	506.477	467.186	216.019	2424.966	1023.481	596.191	1469.817	284.014	1763.357	71.429
LINC02324	9.871	10.282	0	4.218	0	1.265	0	0	0	0	0	0	0
AL133330.2	0	0	0	0	97.888	0	0	0	37.892	0	0	0	0
AP003128.1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02489	0	209.418	0	34.365	53.645	0	0	0	0	0	0	0	0
AP000442.1	27.766	72.302	0	29.003	0	1.186	0	0	0	0	0	0	0
UBTFL1	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5M1	0	0	0	0.471	0	0	0	0	0	0	2.261	0	0
AP000755.1	0	0	0	11.997	0	0	0	0	0	0	0	0	0
AF131216.3	0	0	2.779	0	0	0	0	0	0	0	0	0	0
AC093496.1	0	6.047	0	0	0	0	0	0	0	0	0	0	0
AC136475.3	26.897	94.823	0	7.073	0	0	0	1.102	0	0	0	0	0
AP000842.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003049.2	8.155	23.783	0	16.726	0	0	0	0	0	177.186	151.574	83.341	0
AC110058.1	0	0	0	46.817	0	0	0	0	0	0	0	0	0
AP002807.1	8.83	0	0	0	0	0	0	0	0	0	0	0	0
AC104241.1	8.5	0	0	16.143	0	0	0	0	0	0	0	0	0
STRA6LP	0	0	0	0	0	0	0	0	0	0	0	0	0
AP006287.2	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02553	0	0	0	0	94.866	0	0	0	0	0	0	0	0
AC103855.3	0	0	0	0	0	0	0	0	0	0	0	0	0
NAV2-AS5	1.014	0	0	5.199	0	0	0	0	0	0	2.771	0	0
AP000866.5	0	16.659	0	54.676	56.9	0	0	0	0	0	0	0	0
AC069185.1	50.558	20.385	0	14.867	17.406	0.836	0	0	0	0	0	0	0
AC067930.5	0	0	0	0	0	0	6.852	0	0	0	0	0	0
FAM66D	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009656.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001318.2	0	17.679	0	0	0	0	0	0	0	0	0	0	0
AC013549.3	16.986	53.079	0	62.907	0	0	0	0	0	0	116.08	0	0
SAA2-SAA4	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP91-CNTF	0	0	0	0	0	0	0	0	0	0	0	0	0
AC084838.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104241.2	20.297	46.98	0	0	0	0	0	0	0	0	0	56.609	0
AP003168.2	0	7.87	0	4.305	0	0	0	0	0	0	0	0	0
GRM5-AS1	0	0	0.947	0	0	0	0	0	0	0	0	0	0
AP003110.1	0	77.546	0	8.483	0	0	0	0	0	0	0	0	0
AP001993.1	0.28	4.658	2.159	0	24.859	0.143	1.263	0.596	0	0	1.528	0	1.258
AC136475.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087442.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010768.2	25.105	6.537	0	0	0	0	0	0	0	0	17.156	0	0
AC090159.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP006259.1	0	46.251	0	3.614	67.702	0	0	0	0	0	0	0	0
AP003119.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103843.1	0	0	0	29.73	0	0	0	0	0	0	0	0	0
AP005436.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP006621.1	2.247	0	0	0	0	0	0	0	0	0	0	0	0
AC090458.1	0	0	0	9.292	0	0	0	0	0	0	0	0	0
CHMP1B	108.368	59.472	0	19.917	16.582	290.314	0	0	9.628	0	0	0	0
AP003392.3	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02546	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003306.2	33.019	0	0	0	0	0	0	0	0	0	0	0	0
AP003385.3	0	0	0	0	0	0	0	0	0	0	0	0	0
OVOL1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003392.4	0	0	0	0	4.203	0	0	0	0	9.627	0	0	0
AP003064.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000880.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC022874.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090138.1	55.412	0	0	0	0	0	0	0	0	0	0	0	0
AC113192.2	11.554	0	0	0	0	0	0	0	0	0	0	0	0
AP002360.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001972.3	18.578	0	0	11.761	0	0	0	0	0	0	0	0	0
AP000442.2	0	0	0	0	74.962	0	0	0	0	0	0	0	0
AP006621.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000879.2	0	14.916	0	4.08	38.21	1.835	0	0	0	0	0	0	0
STX17-AS1	0	0	2.786	0	80.859	0	0	0	0	0	0	2.911	0
AP004247.2	0	0	0	9.655	0	0	0	0	0	0	0	0	0
AC239802.2	0	0	0	0	0	0	0	0	0	0	0	0	0
EID3	0	2.527	2.082	0	4.315	0	0	0	0	0	0	0	0
GLYATL1B	0	0	0	0	0	0	0	1.043	0	0	0	0	0
MSH5-SAPCD1	0	0	0	0	0	0	0	0	0	0	0	0	0
TOLLIP-AS1	0	3.948	0	0	0	0	0	0	0	0	0	0	0
HTD2	0	0	0	3.827	5.975	0	0	0	0	0	0	0	0
AC131934.1	0	0	0	4.446	0	0	0	0	0	0	10.666	0	0
AC026894.1	0	0	0	3.231	45.395	0	0	0	0	0	7.751	2.542	0
AC009652.1	0	0	0	0	9.769	0	0	0	0	0	0	0	0
AF235103.1	0	0	0	0	0	0	0	0	0	0	22.158	0	0
AC134775.1	23.009	7.989	0	43.697	0	0	0	0	0	0	0	0	0
AC090857.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC113192.4	0	0	0	22.24	11.572	1.668	0	0	0	0	0	0	0
LINC01499	12.615	1.314	0	3.594	0	25.544	0	0	0	0	3.448	0	0
AP003068.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC022796.1	0	0	0	26.983	0	0	0	0	0	0	0	0	0
AP000941.1	2.564	0	0	0	0	0.657	0	0	0	0	14.017	0	0
MUC5B-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP002759.1	20.387	16.516	0	0	32.235	6.387	0	0	0	0	0	0	0
AC027804.1	0	0	0	7.666	0	0	0	0	0	0	0	0	0
CCDC166	0	0	0	0	0	0	0	0	0	0	0	0	0
